时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮
08/06/2011 20:00:00,32.9,6.55,198,14,4.12,2.43,0.05,0.21
08/06/2011 23:00:00,31.9,6.4,192,21.9,4.06,2.28,0.048,0.28
08/07/2011 02:00:00,31.9,6.49,194,19.9,3.97,2.15,0.053,0.28
08/07/2011 05:00:00,31.5,6.66,189,16.4,4.59,1.96,0.052,0.29
08/07/2011 08:00:00,32.2,6.5,194,19.9,4.34,2.21,0.056,0.25
08/07/2011 11:00:00,33.7,6.41,198,22.1,4.52,2.13,0.049,0.22
08/07/2011 14:00:00,34.3,6.45,207,19.8,4.38,2.39,0.051,0.22
08/07/2011 17:00:00,34.4,6.52,210,23.1,4.53,2.39,0.046,0.2
08/07/2011 20:00:00,33.4,6.52,205,19.2,4.3,2.81,0.054,0.2
08/07/2011 23:00:00,32.6,6.56,207,21.2,4.68,3.66,0.059,0.18
08/08/2011 02:00:00,32.5,6.58,208,21.5,4.54,2.4,0.051,0.17
08/08/2011 08:00:00,31.8,6.55,208,18.3,4.18,1.99,0.047,0.17
08/08/2011 11:00:00,33.6,6.56,214,26.4,4.59,2.32,0.05,0.17
08/08/2011 14:00:00,34.1,6.47,214,20.1,3.38,2.24,0.051,0.19
08/08/2011 17:00:00,32.6,6.51,211,24.1,3.39,2.02,0.048,0.2
08/08/2011 20:00:00,31.6,6.49,213,23.4,3.71,2.2,0.047,0.19
08/08/2011 23:00:00,31.6,6.63,211,33.8,3.88,1.96,0.044,0.18
08/09/2011 02:00:00,31.5,6.47,210,35.2,3.76,2.05,0.046,0.17
08/09/2011 05:00:00,31.6,6.47,212,25.4,3.72,1.74,0.047,0.2
08/09/2011 08:00:00,31.7,6.51,210,30.5,3.62,1.95,0.046,0.18
08/09/2011 11:00:00,33,6.48,214,37.1,3.44,1.88,0.045,0.18
08/09/2011 14:00:00,33,6.47,216,32.5,4.02,2.28,0.048,0.17
08/09/2011 17:00:00,32.1,6.44,213,28.3,3.63,2.22,0.049,0.17
08/09/2011 20:00:00,31.7,6.57,224,32.5,3.07,2.34,0.051,0.18
08/09/2011 23:00:00,31.3,6.63,228,26.7,3.26,1.7,0.049,0.21
08/10/2011 02:00:00,31.4,6.64,227,29,3.32,1.84,0.048,0.22
08/10/2011 05:00:00,31.2,6.63,227,24.3,3.22,1.49,0.049,0.2
08/10/2011 08:00:00,31.6,6.45,228,23.2,2.64,1.83,0.046,0.22
08/10/2011 11:00:00,33.1,6.5,234,23.4,3.15,1.95,0.046,0.22
08/10/2011 14:00:00,33,6.53,233,80.3,2.59,1.54,0.049,0.23
08/10/2011 17:00:00,33.1,6.48,232,23.2,2.76,1.8,0.048,0.22
08/10/2011 20:00:00,32,6.53,236,23.8,3.81,2.27,0.051,0.25
08/10/2011 23:00:00,31.9,6.49,236,82.8,4.32,1.96,0.047,0.23
08/11/2011 02:00:00,31.8,6.5,237,16.9,4.34,2.06,0.044,0.23
08/11/2011 05:00:00,31.7,6.76,242,18.7,4.62,1.84,0.042,0.25
08/11/2011 08:00:00,32.1,6.49,240,59.4,4.3,1.97,0.045,0.23
08/11/2011 11:00:00,33.6,6.46,243,12.8,4.3,1.93,0.045,0.22
08/11/2011 14:00:00,33.7,6.62,246,19.5,4.47,2.14,0.046,0.21
08/11/2011 17:00:00,33.4,6.36,239,21,4.1,2.12,0.044,0.22
08/11/2011 20:00:00,32.5,6.4,236,26.1,4.62,2.15,0.049,0.2
08/11/2011 23:00:00,32.7,6.66,226,34.5,3.91,1.93,0.045,0.2
08/12/2011 02:00:00,31.4,6.31,216,25.2,3.65,1.97,0.045,0.19
08/12/2011 05:00:00,31.5,6.47,219,19,4.06,1.67,0.045,0.21
08/12/2011 08:00:00,32.5,6.45,222,25.4,4.03,1.91,0.043,0.19
08/12/2011 11:00:00,33,6.42,222,15.3,3.61,2,0.045,0.18
08/12/2011 14:00:00,33.6,6.43,228,29,3.39,1.91,0.046,0.17
08/12/2011 17:00:00,33.7,6.42,226,23.1,3.79,2.18,0.046,0.2
08/12/2011 20:00:00,32.3,6.35,225,21,3.77,2.31,0.046,0.19
08/12/2011 23:00:00,32.3,6.47,217,26.3,3.4,2.02,0.049,0.16
08/13/2011 02:00:00,32.1,6.72,220,23.8,4.04,2.02,0.046,0.18
08/13/2011 05:00:00,31.3,6.44,206,19.5,3.73,1.78,0.046,0.17
08/13/2011 08:00:00,32,6.34,213,23.4,3.34,1.96,0.048,0.19
08/13/2011 11:00:00,33.3,6.39,215,24.6,3.33,1.91,0.051,0.17
08/13/2011 14:00:00,33.7,6.4,217,20.8,2.96,2.02,0.048,0.15
08/13/2011 17:00:00,33.9,6.6,218,22.8,2.97,1.84,0.047,0.14
08/13/2011 20:00:00,32.6,6.45,216,15.8,4.28,2.01,0.047,0.18
08/13/2011 23:00:00,32.1,6.61,219,16.4,3.91,1.83,0.046,0.17
08/14/2011 02:00:00,31.5,6.49,211,16.2,3.63,2.12,0.044,0.17
08/14/2011 05:00:00,31.3,6.42,210,11.6,3.51,1.48,0.045,0.22
08/14/2011 08:00:00,31.6,6.33,209,15,3.38,1.64,0.047,0.18
08/14/2011 11:00:00,33.8,6.62,220,15.4,3.29,1.82,0.05,0.18
08/14/2011 14:00:00,33.8,6.35,214,19.8,3.01,1.78,0.047,0.17
08/14/2011 17:00:00,34,6.45,216,10.3,3.15,2.01,0.053,0.17
08/14/2011 20:00:00,33,6.51,225,39.6,4.53,2.27,0.049,0.18
08/14/2011 23:00:00,32.5,6.62,228,10.7,4.86,1.92,0.051,0.18
08/15/2011 02:00:00,31.6,6.63,216,12.2,4.36,1.77,0.048,0.17
08/15/2011 05:00:00,31.1,6.32,208,126.6,4.06,1.52,0.047,0.18
08/15/2011 08:00:00,32.4,6.58,218,16.6,3.68,1.74,0.048,0.18
08/15/2011 11:00:00,33.5,6.31,215,19.9,3.62,1.81,0.051,0.2
08/15/2011 14:00:00,33.8,6.47,221,50.9,4.34,1.81,0.046,0.19
08/15/2011 17:00:00,34.5,6.4,228,17.2,4.72,1.82,0.048,0.18
08/15/2011 20:00:00,33,6.67,237,22.4,5.39,2.18,0.048,0.18
08/15/2011 23:00:00,32.3,6.8,230,11.7,4.28,1.8,0.047,0.19
08/16/2011 02:00:00,31.2,6.55,230,16.5,4.55,1.9,0.049,0.18
08/16/2011 05:00:00,31.1,6.66,220,11.1,3.63,1.61,0.048,0.2
08/16/2011 08:00:00,31.9,6.61,227,8.8,4.22,1.72,0.044,0.18
08/16/2011 11:00:00,33.4,6.52,230,15.8,3.92,1.9,0.049,0.16
08/16/2011 14:00:00,34,6.48,227,21.9,3.64,1.65,0.046,0.15
08/16/2011 17:00:00,34.1,6.45,230,23.9,3.78,1.91,0.043,0.15
08/16/2011 20:00:00,33.2,6.65,237,19.7,5.08,2.32,0.049,0.16
08/16/2011 23:00:00,32,6.56,224,6.7,4.95,2.04,0.044,0.12
08/17/2011 02:00:00,31.6,6.59,223,6.5,4.55,1.81,0.043,0.11
08/17/2011 05:00:00,31.1,6.51,223,6.9,4.46,1.55,0.046,0.15
08/17/2011 08:00:00,31.8,6.34,224,7.6,4.3,1.8,0.046,0.15
08/17/2011 11:00:00,33.6,6.38,228,13.3,4.24,1.95,0.051,0.13
08/17/2011 14:00:00,34.5,6.47,232,16.5,4.14,1.85,0.044,0.1
08/17/2011 17:00:00,34.2,6.43,234,22.5,4.64,1.84,0.04,0.11
08/17/2011 20:00:00,32.9,6.56,238,23.5,5.91,2.38,0.049,0.12
08/17/2011 23:00:00,31.9,6.51,226,17.6,4.17,1.57,0.045,0.09
08/18/2011 02:00:00,31.7,6.42,228,17,4.3,1.57,0.044,0.08
08/18/2011 05:00:00,31.5,6.49,229,10,4.84,1.47,0.041,0.1
08/18/2011 08:00:00,32.1,6.53,231,11,5.28,1.57,0.04,0.08
08/18/2011 11:00:00,33.2,6.46,234,9.2,5.13,1.86,0.043,0.07
08/18/2011 14:00:00,34.7,6.58,249,16.6,4.8,1.85,0.042,0.08
08/18/2011 17:00:00,33.6,6.59,238,10.9,5.31,1.94,0.041,0.06
08/18/2011 20:00:00,31,6.53,222,20.4,4.33,1.63,0.049,0.09
08/18/2011 23:00:00,30.9,6.76,226,26.3,4.71,1.64,0.052,0.1
08/19/2011 02:00:00,30.4,6.62,216,27.9,5.03,1.69,0.045,0.09
08/19/2011 05:00:00,30.4,6.54,218,14.4,4.72,1.26,0.045,0.1
08/19/2011 08:00:00,31.1,6.51,221,18.3,4.73,1.47,0.049,0.09
08/19/2011 11:00:00,32.7,6.5,227,78.8,4.29,1.5,0.05,0.08
08/19/2011 14:00:00,34,6.42,230,19.5,4.12,1.52,0.049,0.06
08/19/2011 17:00:00,33.5,6.43,223,20.8,3.83,1.53,0.048,0.08
08/19/2011 20:00:00,32,6.46,224,77,3.84,1.68,0.054,0.09
08/19/2011 23:00:00,31.7,6.69,231,21.3,4.3,1.71,0.052,0.08
08/20/2011 02:00:00,30.9,6.38,223,15.9,4.55,1.44,0.047,0.07
08/20/2011 05:00:00,30.5,6.36,218,14,4.33,1.38,0.049,0.07
08/20/2011 08:00:00,31.5,6.55,222,11.3,4.55,1.4,0.046,0.06
08/20/2011 11:00:00,32.6,6.43,225,12.9,4.11,1.5,0.052,0.08
08/20/2011 14:00:00,33.8,6.47,232,18.1,4.26,1.53,0.049,0.07
08/20/2011 17:00:00,33.8,6.45,231,16.4,3.98,1.41,0.049,0.08
08/20/2011 20:00:00,32.8,6.67,233,18.4,5.07,1.56,0.049,0.06
08/20/2011 23:00:00,31.7,6.54,231,15.1,4.69,1.6,0.045,0.07
08/21/2011 02:00:00,31.3,6.51,229,20.1,4.69,1.66,0.044,0.07
08/21/2011 05:00:00,31.3,6.7,230,11.6,4.89,1.43,0.042,0.08
08/21/2011 08:00:00,31.5,6.47,224,5.4,4.8,1.55,0.043,0.07
08/21/2011 11:00:00,33,6.45,228,10.6,3.96,1.47,0.043,0.08
08/21/2011 14:00:00,34.2,6.48,234,12.8,4.52,1.63,0.042,0.06
08/21/2011 17:00:00,33.9,6.5,241,9.1,4.51,2.4,0.048,0.11
08/21/2011 20:00:00,32.7,6.54,238,11.3,4.23,2.63,0.048,0.12
08/21/2011 23:00:00,31.6,6.49,230,13.3,3.88,2.15,0.047,0.12
08/22/2011 02:00:00,31.9,6.5,236,5.6,4.86,2.34,0.047,0.1
08/22/2011 05:00:00,31.7,6.62,237,9.9,4.71,2.02,0.045,0.11
08/22/2011 08:00:00,32,6.55,237,9.1,4.69,1.96,0.044,0.1
08/22/2011 11:00:00,33.5,6.49,235,14.6,3.76,2.05,0.047,0.11
08/22/2011 14:00:00,34.2,6.43,233,19.1,4.07,2.02,0.046,0.12
08/22/2011 17:00:00,33.8,6.5,238,19,4.24,2.25,0.045,0.13
08/22/2011 20:00:00,32.5,6.41,242,10.2,4.33,2.26,0.049,0.14
08/22/2011 23:00:00,32.3,6.64,244,15.7,4.86,2.35,0.047,0.12
08/23/2011 02:00:00,32.3,6.66,242,15.4,4.89,2.19,0.047,0.14
08/23/2011 05:00:00,31.8,6.5,239,20.2,4.97,2.01,0.044,0.13
08/23/2011 08:00:00,32,6.64,236,12.1,5.01,2.34,0.044,0.12
08/23/2011 11:00:00,33.5,6.52,236,14.6,5.03,2.14,0.044,0.14
08/23/2011 14:00:00,33.7,6.5,236,8.2,4.94,2.19,0.042,0.13
08/23/2011 17:00:00,32.1,6.64,235,78,4.49,2.18,0.039,0.14
08/23/2011 20:00:00,31.3,6.54,227,14.7,4.23,2.1,0.046,0.14
08/23/2011 23:00:00,31.4,6.49,231,14.4,4.39,2.26,0.046,0.13
08/24/2011 02:00:00,31.1,6.52,222,83.2,4.07,2.15,0.045,0.15
08/24/2011 05:00:00,31,6.5,221,15.9,4.17,2,0.043,0.15
08/24/2011 08:00:00,31.3,6.45,222,13.2,4.09,2.1,0.043,0.15
08/24/2011 11:00:00,32.8,6.52,232,29.8,4.05,2.1,0.044,0.15
08/24/2011 14:00:00,33,6.44,226,19.5,3.72,1.99,0.045,0.15
08/24/2011 17:00:00,31.7,6.47,222,18,3.65,2.2,0.044,0.15
08/24/2011 20:00:00,31.1,6.46,214,19.5,3.52,2.11,0.049,0.18
08/24/2011 23:00:00,30.9,6.47,216,22.8,3.55,2.08,0.049,0.17
08/25/2011 02:00:00,31,6.38,221,13.2,3.44,2.37,0.046,0.16
08/25/2011 05:00:00,30.9,6.47,220,16.6,3.63,1.96,0.045,0.17
08/25/2011 08:00:00,30.8,6.37,219,15.4,3.54,2.18,0.047,0.18
08/25/2011 11:00:00,32.2,6.52,224,26.3,3.42,2.14,0.045,0.15
08/25/2011 14:00:00,32.7,6.51,225,12.2,2.83,2.07,0.046,0.18
08/25/2011 17:00:00,32.2,6.51,226,15.3,2.49,2.57,0.053,0.22
08/25/2011 20:00:00,31.5,6.49,226,20.1,2.51,2.25,0.048,0.21
08/25/2011 23:00:00,30.8,6.44,211,20.5,2.76,2.05,0.048,0.22
08/26/2011 02:00:00,30.7,6.36,214,15.5,3.15,2.19,0.046,0.2
08/26/2011 05:00:00,30.9,6.49,214,8.7,3.21,1.94,0.045,0.2
08/26/2011 08:00:00,31.1,6.46,212,11.4,3.11,2.12,0.047,0.2
08/26/2011 11:00:00,32.6,6.54,222,13.6,3.32,2.12,0.046,0.18
08/26/2011 14:00:00,32.5,6.39,218,19.5,2.8,2.17,0.046,0.18
08/26/2011 17:00:00,32.7,6.46,224,14,3.14,2.23,0.045,0.18
08/26/2011 20:00:00,32.9,6.5,206,13.9,4.48,2.39,0.043,0.12
08/26/2011 23:00:00,31.9,6.5,221,14.9,3.38,2.18,0.048,0.17
08/27/2011 02:00:00,31.5,6.51,222,5.6,3.66,2.28,0.046,0.17
08/27/2011 05:00:00,30.8,6.37,218,11,3.34,1.84,0.048,0.22
08/27/2011 08:00:00,31.3,6.43,210,9.2,4.12,2.12,0.042,0.14
08/27/2011 11:00:00,33,6.69,220,10,4.33,2.22,0.042,0.14
08/27/2011 14:00:00,33,6.47,214,83.1,4.06,2.11,0.039,0.12
08/27/2011 17:00:00,33.1,6.46,210,15.4,4.76,2.29,0.038,0.08
08/27/2011 20:00:00,32.3,6.58,203,17.5,5.53,2.54,0.04,0.11
08/27/2011 23:00:00,31.8,6.61,208,81.1,4.72,2.37,0.04,0.12
08/28/2011 02:00:00,31.9,6.65,213,14,4.32,2.24,0.039,0.11
08/28/2011 05:00:00,31.6,6.5,196,12,5.02,2.07,0.035,0.07
08/28/2011 08:00:00,31.7,6.41,192,46.6,4.73,2.23,0.032,0.07
08/28/2011 11:00:00,32.3,6.57,204,6.6,4.41,1.95,0.034,0.09
08/28/2011 14:00:00,32.4,6.42,192,1.4,4.43,2.19,0.031,0.06
08/28/2011 17:00:00,32.5,6.59,193,11.7,5.01,2.05,0.036,0.05
08/28/2011 20:00:00,31.1,6.38,214,12.5,3.11,2.03,0.045,0.17
08/28/2011 23:00:00,31,6.46,222,12.4,3.69,2.19,0.04,0.12
08/29/2011 02:00:00,31,6.48,225,10.4,3.52,2.3,0.04,0.13
08/29/2011 05:00:00,30.9,6.47,227,11,3.34,2.03,0.04,0.14
08/29/2011 08:00:00,31.5,6.67,226,10,3.01,2.18,0.042,0.11
08/29/2011 11:00:00,30.9,6.33,224,11.3,3.35,2.3,0.041,0.1
08/29/2011 14:00:00,30.6,6.43,232,11.8,3.2,2.43,0.043,0.12
08/29/2011 17:00:00,30.4,6.52,240,12.9,3.36,2.44,0.046,0.13
08/29/2011 20:00:00,30.2,6.65,231,23.5,3.65,2.2,0.053,0.15
08/29/2011 23:00:00,30.3,6.45,226,26.3,3.19,2.03,0.06,0.16
08/30/2011 02:00:00,29.8,6.46,221,18.3,3.21,1.97,0.057,0.16
08/30/2011 05:00:00,29.5,6.41,218,16.1,3.19,1.84,0.057,0.16
08/30/2011 08:00:00,29.9,6.45,221,22.3,3.28,1.8,0.056,0.15
08/30/2011 11:00:00,30.1,6.44,224,17.5,3.15,1.58,0.058,0.15
08/30/2011 14:00:00,30.8,6.58,240,19.7,3.71,2.15,0.057,0.17
08/30/2011 17:00:00,30.2,6.51,229,22.4,3.38,2.07,0.061,0.21
08/30/2011 20:00:00,29.7,6.41,228,45.9,3.04,2.25,0.076,0.33
08/30/2011 23:00:00,29.9,6.55,240,65.7,3.24,2.36,0.078,0.44
08/31/2011 02:00:00,29,6.58,217,184.7,3.6,2.96,0.079,0.55
08/31/2011 05:00:00,28.8,6.56,210,136.4,3.56,2.31,0.074,0.6
08/31/2011 08:00:00,,,,,,,,
08/31/2011 11:00:00,,,,,,,,
08/31/2011 14:00:00,29.2,6.11,192,65,4.68,2.67,0.066,0.56
08/31/2011 17:00:00,29.4,6.46,188,82.4,3.76,2.41,0.071,0.56
08/31/2011 20:00:00,29.2,6.47,183,86.8,3.81,2.14,0.068,0.55
08/31/2011 23:00:00,28.9,6.47,179,88.3,3.77,2.11,0.071,0.59
09/01/2011 02:00:00,29.1,6.43,177,98.4,3.88,2.08,0.069,0.62
09/01/2011 05:00:00,28.7,6.45,176,89,3.86,1.8,0.068,0.62
09/01/2011 08:00:00,28.6,6.41,175,86.3,3.43,2.07,0.069,0.63
09/01/2011 11:00:00,29.7,6.55,183,106.6,3.21,2.28,0.075,0.64
09/01/2011 14:00:00,29.5,6.41,182,84,3.15,2.25,0.07,0.62
09/01/2011 17:00:00,29,6.41,180,82.2,3.24,2.25,0.069,0.62
09/01/2011 20:00:00,28.6,6.45,174,97.1,3.18,2.18,0.071,0.6
09/01/2011 23:00:00,28.3,6.3,171,92,3.77,2.05,0.065,0.59
09/02/2011 02:00:00,27.9,6.27,168,75.1,3.27,1.96,0.066,0.56
09/02/2011 05:00:00,28.1,6.39,171,80.6,3.49,1.53,0.064,0.56
09/02/2011 08:00:00,28.5,6.37,172,78.9,3.47,1.95,0.063,0.57
09/02/2011 11:00:00,29.6,6.34,174,75.5,3.32,2.06,0.066,0.56
09/02/2011 14:00:00,30.3,6.35,176,71.9,3.27,2.12,0.065,0.56
09/02/2011 17:00:00,29.8,6.37,178,83.9,3.2,2.22,0.068,0.53
09/02/2011 20:00:00,28.4,6.49,171,72.2,3.01,2.16,0.067,0.47
09/02/2011 23:00:00,28.5,6.36,178,69.6,3.31,2.17,0.064,0.42
09/03/2011 02:00:00,28.5,6.58,178,57.6,3.66,1.92,0.062,0.4
09/03/2011 05:00:00,28,6.32,173,55.4,3.62,1.65,0.064,0.41
09/03/2011 08:00:00,28.6,6.37,176,54.7,3.19,1.93,0.062,0.37
09/03/2011 11:00:00,30,6.37,187,57.3,3.1,2.46,0.07,0.4
09/03/2011 14:00:00,30.4,6.44,188,57.8,2.93,2.19,0.062,0.36
09/03/2011 17:00:00,30.5,6.39,189,52.5,3.08,2.14,0.06,0.38
09/03/2011 20:00:00,29.6,6.42,186,47.2,3.52,2.43,0.06,0.38
09/03/2011 23:00:00,29,6.43,182,83.5,3.66,2.01,0.063,0.3
09/04/2011 01:00:00,28.6,6.41,180,52.5,3.24,1.88,0.066,0.28
09/04/2011 03:00:00,28.3,6.34,178,51.3,3.24,1.5,0.065,0.25
09/04/2011 05:00:00,28.5,6.37,180,37.3,3.57,1.67,0.062,0.21
09/04/2011 07:00:00,28.6,6.3,179,36.7,3.65,1.84,0.059,0.18
09/04/2011 09:00:00,29.2,6.33,179,38.6,3.25,1.95,0.058,0.17
09/04/2011 11:00:00,30.5,6.31,188,44.1,4.2,2.2,0.063,0.15
09/04/2011 13:00:00,31.3,6.66,195,41.1,3.63,2.11,0.061,0.13
09/04/2011 15:00:00,31.1,6.42,191,34.9,3.22,1.99,0.062,0.12
09/04/2011 17:00:00,31.1,6.5,194,29.4,4.18,2.04,0.059,0.11
09/04/2011 19:00:00,30.5,6.55,194,30.8,4.57,2.24,0.058,0.09
09/04/2011 21:00:00,29.4,6.51,185,36.3,3.16,1.98,0.064,0.12
09/04/2011 23:00:00,29.6,6.58,193,21.9,3.93,1.86,0.059,0.1
09/05/2011 01:00:00,29.4,6.42,192,21.9,3.79,1.93,0.059,0.11
09/05/2011 03:00:00,29.4,6.5,193,88.3,4.01,1.79,0.055,0.09
09/05/2011 05:00:00,29.1,6.49,189,28.3,3.56,1.76,0.063,0.1
09/05/2011 07:00:00,29.2,6.49,194,22.7,3.56,2.02,0.06,0.1
09/05/2011 09:00:00,30,6.51,192,23.6,4.03,1.89,0.055,0.06
09/05/2011 11:00:00,30.8,6.55,194,26.1,5.04,2.47,0.057,0.05
09/05/2011 13:00:00,30.9,6.51,197,35.9,3.86,2.08,0.058,0.08
09/05/2011 15:00:00,31.1,6.61,214,26,4.13,2.08,0.057,0.07
09/05/2011 17:00:00,25.4,6.68,5,98,8.31,2.19,0.058,0.05
09/05/2011 19:00:00,30,6.74,198,26.7,4.51,2.12,0.065,0.09
09/05/2011 21:00:00,29.4,6.46,192,36.7,3.76,1.72,0.064,0.11
09/05/2011 23:00:00,29.3,6.48,194,24.8,4.03,1.95,0.059,0.09
09/06/2011 01:00:00,29.6,6.53,197,26.8,4.09,2.08,0.056,0.08
09/06/2011 03:00:00,29.2,6.41,193,19.2,4.38,2,0.051,0.08
09/06/2011 05:00:00,29.7,6.71,198,23,5.21,2.07,0.051,0.06
09/06/2011 07:00:00,29.5,6.46,194,33.7,5.2,2.42,0.052,0.05
09/06/2011 09:00:00,30.4,6.6,197,19.2,5.72,2.49,0.049,0.025
09/06/2011 11:00:00,31,6.74,208,25.7,5.53,2.61,0.05,0.025
09/06/2011 13:00:00,31.5,6.52,212,26.3,5.34,2.48,0.05,0.05
09/06/2011 15:00:00,32.4,6.75,214,25.6,6.93,0.25,0.057,0.025
09/06/2011 17:00:00,32.1,7.07,208,23.4,9.2,0.25,0.073,0.025
09/06/2011 19:00:00,31.4,7.51,206,16.1,8.69,0.25,0.065,0.025
09/06/2011 21:00:00,30.3,7.05,211,6.7,5.58,0.25,0.056,0.11
09/06/2011 23:00:00,29.4,6.65,204,15.9,4.9,0.25,0.056,0.13
09/07/2011 01:00:00,,,,,,,,
09/07/2011 03:00:00,,,,,,,,
09/07/2011 05:00:00,29.6,6.3,198,15.8,6.89,0.25,0.048,0.12
09/07/2011 07:00:00,29.5,6.61,197,14.4,5.87,0.25,0.047,0.1
09/07/2011 09:00:00,30.2,6.64,200,15.3,5.08,1.65,0.052,0.12
09/07/2011 11:00:00,29.9,6.41,200,23.9,4.01,1.66,0.062,0.15
09/07/2011 13:00:00,32,6.51,214,17.3,5.74,2.19,0.055,0.13
09/07/2011 15:00:00,32.3,6.53,213,18.1,5.53,2.04,0.053,0.12
09/07/2011 17:00:00,31.8,6.5,211,11.8,5.66,2.02,0.052,0.11
09/07/2011 19:00:00,30.4,6.56,205,4,6.32,2.24,0.044,0.09
09/07/2011 21:00:00,,,,,,,,
09/07/2011 23:00:00,,,,,,,,
09/08/2011 01:00:00,,,,,,,,
09/08/2011 03:00:00,,,,,,,,
09/08/2011 05:00:00,29.9,6.22,220,48.1,5.41,0.25,0.053,0.14
09/08/2011 07:00:00,29.5,6.49,206,10.2,4.96,2.54,0.057,0.1
09/08/2011 09:00:00,31.3,6.67,212,9.6,6.19,0.25,0.074,0.08
09/08/2011 11:00:00,31.4,6.46,209,13.2,5.61,2.25,0.063,0.09
09/08/2011 13:00:00,32.4,6.48,212,14,6.89,3.31,0.054,0.07
09/08/2011 15:00:00,33,7.03,212,23.2,9.07,2.11,0.057,0.025
09/08/2011 17:00:00,32.6,6.85,222,18.8,6.66,3.09,0.046,0.08
09/08/2011 19:00:00,32.3,7.17,230,19.7,7.3,3.27,0.044,0.07
09/08/2011 21:00:00,31.8,7.2,214,17.5,9.48,2.51,0.041,0.05
09/08/2011 23:00:00,31.2,7.04,214,10.4,7.68,2.22,0.038,0.06
09/09/2011 01:00:00,30.9,7.07,206,4.9,7.41,2.04,0.035,0.06
09/09/2011 03:00:00,31.2,7.02,214,7.8,7.19,1.94,0.037,0.07
09/09/2011 05:00:00,30.7,6.82,210,6.1,6.76,1.86,0.033,0.06
09/09/2011 07:00:00,30.2,6.76,207,4.1,5.54,1.71,0.033,0.08
09/09/2011 09:00:00,31.2,6.61,208,6.7,6.08,1.61,0.033,0.06
09/09/2011 11:00:00,32,6.7,218,15.7,5.47,1.63,0.036,0.08
09/09/2011 13:00:00,32.3,6.59,214,2.8,6.88,2,0.036,0.06
09/09/2011 15:00:00,33.6,6.83,218,8.1,7.95,2.37,0.05,0.05
09/09/2011 17:00:00,33.5,6.79,215,78.9,7.72,1.91,0.037,0.05
09/09/2011 19:00:00,31.8,6.78,211,1.4,6.81,1.87,0.04,0.06
09/09/2011 21:00:00,31.7,6.82,214,2.1,6.73,2.04,0.05,0.07
09/09/2011 23:00:00,31.1,6.85,210,15.8,6.76,2.05,0.039,0.07
09/10/2011 01:00:00,30.7,6.73,210,,6.22,1.35,0.036,0.08
09/10/2011 03:00:00,30.9,6.66,217,8.9,5.95,1.15,0.039,0.09
09/10/2011 05:00:00,30.2,6.91,213,5.9,4.66,1.29,0.037,0.11
09/10/2011 07:00:00,29.4,6.5,200,9.6,3.94,1.48,0.036,0.1
09/10/2011 09:00:00,30.3,6.52,214,,4.57,1.51,0.036,0.09
09/10/2011 11:00:00,31.7,6.53,214,2.3,5.38,1.61,0.035,0.08
09/10/2011 13:00:00,32.5,6.6,214,2.6,6.26,2.19,0.044,0.07
09/10/2011 15:00:00,33.5,6.67,214,10.4,7.16,2.12,0.044,0.06
09/10/2011 17:00:00,33,6.89,210,3.7,7.28,1.78,0.036,0.025
09/10/2011 19:00:00,31.8,6.73,206,3.2,6.55,1.85,0.036,0.05
09/10/2011 21:00:00,31.1,6.72,208,80.6,6.17,1.91,0.034,0.06
09/10/2011 23:00:00,30.2,6.58,201,1.9,4.59,2.27,0.034,0.09
09/11/2011 01:00:00,29.7,6.44,200,4.3,3.94,1.94,0.035,0.11
09/11/2011 03:00:00,29.9,6.46,206,1.4,4.78,1.66,0.03,0.11
09/11/2011 05:00:00,29.9,6.63,204,1.5,4.93,2.04,0.032,0.1
09/11/2011 07:00:00,30.2,6.5,205,6.3,4.78,1.88,0.03,0.09
09/11/2011 09:00:00,31.1,6.7,208,3.6,5.32,2.06,0.029,0.08
09/11/2011 11:00:00,31.7,6.52,208,,5.47,2.14,0.029,0.06
09/11/2011 13:00:00,31.8,6.63,208,3.2,5.83,2.91,0.033,0.06
09/11/2011 15:00:00,32.5,6.7,215,9.5,5.86,2.17,0.029,0.06
09/11/2011 17:00:00,32.1,6.74,208,1.9,6.14,2.08,0.03,0.06
09/11/2011 19:00:00,31.7,6.82,209,5.1,5.93,2.5,0.036,0.06
09/11/2011 21:00:00,30.5,6.59,207,3.7,4.61,2.31,0.035,0.09
09/11/2011 23:00:00,29.9,6.52,209,9.1,4.01,2.43,0.03,0.09
09/12/2011 01:00:00,29.9,6.61,212,80.7,4.06,2.02,0.032,0.11
09/12/2011 03:00:00,29.7,6.43,211,3.8,4.3,1.75,0.026,0.1
09/12/2011 05:00:00,29.4,6.42,206,3,4.21,1.9,0.028,0.12
09/12/2011 07:00:00,29.8,6.55,208,1.2,4.34,1.87,0.029,0.11
09/12/2011 09:00:00,30.6,6.39,208,0.8,4.54,1.95,0.026,0.07
09/12/2011 11:00:00,31.2,6.41,210,4,4.55,2.05,0.027,0.08
09/12/2011 13:00:00,31.7,6.42,214,1.4,4.66,2.05,0.026,0.08
09/12/2011 15:00:00,32.3,6.56,213,3.6,5.7,2.44,0.03,0.07
09/12/2011 17:00:00,32.2,6.88,216,4.5,5.84,2.61,0.035,0.08
09/12/2011 19:00:00,31,6.64,203,2.8,6.32,2.68,0.043,0.06
09/12/2011 21:00:00,31,6.7,214,6.6,5.29,2.65,0.042,0.09
