时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮,挥发酚,六价铬,氯化物
02/01/2012 11:42:00,12.90,6.42,121.00,3.60,8.36,1.19,0.09,0.42,0.00,0.00,2.30
02/01/2012 14:42:00,13.30,6.45,120.00,4.50,8.31,1.38,0.09,0.45,0.00,0.00,2.20
02/01/2012 17:42:00,13.00,6.44,120.00,3.50,8.41,1.48,0.09,0.44,0.00,,2.20
02/01/2012 20:42:00,12.90,6.43,122.00,3.60,8.40,1.34,0.09,0.45,0.00,,2.20
02/01/2012 23:42:00,12.80,6.44,121.00,3.30,8.41,1.28,0.09,0.45,0.00,,2.30
02/02/2012 02:42:00,12.60,6.41,120.00,4.00,8.41,1.61,0.09,0.43,0.00,,2.30
02/02/2012 05:42:00,12.50,6.42,119.00,3.50,8.51,1.43,0.09,0.45,0.00,,2.20
02/02/2012 08:42:00,12.50,6.41,121.00,3.80,8.54,1.41,0.09,,0.00,,2.30
02/02/2012 11:42:00,12.40,6.42,120.00,3.10,8.61,1.42,0.09,0.37,0.00,0.00,2.40
02/02/2012 14:42:00,12.30,6.43,120.00,3.30,8.56,1.42,0.08,,0.00,0.00,2.20
02/02/2012 17:42:00,12.10,6.43,119.00,3.00,8.74,1.61,0.09,,0.00,0.00,2.30
02/02/2012 20:42:00,12.00,6.41,121.00,2.90,8.80,1.58,0.09,0.42,0.00,0.00,2.20
02/02/2012 23:42:00,11.80,6.42,119.00,3.00,8.74,1.43,0.09,0.42,0.00,0.00,2.20
02/03/2012 02:42:00,11.50,6.43,118.00,3.30,8.96,1.45,0.09,0.42,0.00,0.00,2.30
02/03/2012 05:42:00,11.50,6.41,117.00,2.70,9.05,1.76,0.09,0.42,0.00,0.00,2.40
02/03/2012 08:42:00,11.60,6.43,118.00,3.00,9.13,1.57,0.09,0.42,0.00,0.00,2.30
02/03/2012 11:42:00,11.90,6.42,119.00,2.80,8.93,1.41,0.09,0.34,0.00,0.00,2.20
02/03/2012 14:42:00,12.00,6.44,118.00,2.80,9.09,1.58,0.09,0.36,0.00,0.00,2.30
02/03/2012 17:42:00,11.90,6.44,117.00,2.70,9.06,1.79,0.09,0.38,0.00,0.00,2.30
02/03/2012 20:42:00,11.90,6.42,117.00,2.20,9.22,1.79,0.09,0.51,0.00,0.00,2.20
02/03/2012 23:42:00,11.80,6.44,117.00,2.30,9.07,1.64,0.09,0.01,0.00,0.00,2.20
02/04/2012 02:42:00,11.60,6.42,117.00,2.70,9.19,1.43,0.09,0.02,0.00,0.00,2.10
02/04/2012 05:42:00,11.40,6.40,116.00,3.90,9.21,1.45,0.09,0.01,0.00,0.00,2.20
02/04/2012 08:42:00,11.60,6.40,116.00,2.50,9.11,1.57,0.09,0.02,0.00,0.00,2.30
02/04/2012 11:42:00,11.90,6.40,118.00,3.20,9.15,1.53,0.09,0.01,0.00,0.00,2.20
02/04/2012 14:00:00,11.90,6.43,117.00,3.40,9.07,1.39,0.09,0.02,0.00,0.00,2.10
02/04/2012 17:00:00,11.80,6.42,116.00,3.30,8.98,1.56,0.09,0.02,0.00,0.00,2.20
02/04/2012 20:00:00,11.80,6.39,115.00,3.00,9.00,1.39,0.09,0.02,0.00,0.00,2.10
02/04/2012 23:00:00,12.00,6.37,116.00,3.30,9.06,1.68,0.09,,0.00,0.00,2.20
02/05/2012 02:00:00,11.90,6.39,116.00,3.20,9.08,1.47,0.09,0.02,0.00,0.00,2.20
02/05/2012 05:00:00,11.90,6.37,115.00,3.50,8.92,1.47,0.09,0.02,0.00,0.00,2.00
02/05/2012 08:00:00,11.90,6.36,114.00,3.90,8.76,1.30,0.09,0.02,0.00,0.00,2.10
02/05/2012 11:00:00,12.50,6.38,115.00,4.10,8.94,1.37,0.09,0.01,0.00,0.00,2.10
02/05/2012 14:00:00,13.20,6.42,117.00,4.50,8.74,1.41,0.09,0.01,0.00,0.00,2.00
02/05/2012 17:00:00,13.30,6.43,116.00,3.90,8.55,1.63,0.09,0.01,0.00,0.00,1.90
02/05/2012 20:00:00,12.90,6.40,115.00,3.60,8.41,1.42,0.09,0.02,0.00,0.00,2.00
02/05/2012 23:00:00,12.80,6.39,115.00,4.10,8.57,1.52,0.09,0.01,0.00,0.00,2.00
02/06/2012 02:00:00,12.80,6.40,115.00,4.40,8.66,1.45,0.09,0.01,0.00,0.00,1.90
02/06/2012 05:00:00,12.90,6.39,115.00,3.30,8.51,1.47,0.09,0.01,0.00,0.00,1.90
02/06/2012 08:00:00,13.00,6.40,113.00,4.10,8.49,1.47,0.09,0.02,0.00,0.00,1.90
02/06/2012 11:00:00,13.30,6.42,113.00,4.60,8.54,1.36,0.09,0.02,0.00,0.00,1.90
02/06/2012 14:00:00,13.90,6.45,117.00,5.30,8.44,1.36,0.10,0.02,0.00,0.00,2.00
02/06/2012 17:00:00,14.40,6.50,116.00,4.70,8.19,1.44,0.09,0.01,0.00,0.00,1.80
02/06/2012 20:00:00,14.00,6.48,113.00,3.80,8.29,1.36,0.10,0.02,0.00,0.00,1.80
02/06/2012 23:00:00,13.90,6.45,113.00,4.80,8.38,1.36,0.10,0.02,0.00,0.00,1.80
02/07/2012 02:00:00,13.80,6.46,116.00,6.10,8.41,1.50,0.10,0.01,0.00,0.00,1.90
02/07/2012 05:00:00,13.30,6.44,114.00,7.30,8.34,1.45,0.10,0.01,0.00,0.00,1.90
02/07/2012 08:00:00,13.10,6.42,112.00,7.90,8.71,1.50,0.10,0.02,0.00,0.00,2.00
02/07/2012 11:00:00,13.10,6.42,112.00,7.50,8.73,1.49,0.10,0.32,0.00,0.00,2.10
02/07/2012 14:00:00,13.00,6.42,116.00,8.90,8.51,1.37,0.11,0.38,0.00,0.00,2.20
02/07/2012 17:00:00,12.80,6.41,112.00,10.20,8.72,1.55,0.11,0.37,0.00,0.05,2.10
02/07/2012 20:00:00,12.50,6.42,109.00,9.00,8.87,1.42,0.11,0.32,0.00,0.00,1.90
02/07/2012 23:00:00,12.40,6.40,107.00,8.90,9.03,1.47,0.10,0.34,0.00,0.00,1.90
02/08/2012 02:00:00,12.10,6.39,109.00,8.10,8.89,1.44,0.10,0.33,0.00,0.00,2.00
02/08/2012 05:00:00,11.90,6.40,107.00,11.80,9.13,1.51,0.12,0.35,0.00,0.00,2.00
02/08/2012 08:00:00,11.40,6.38,104.00,13.90,9.11,1.62,0.11,0.34,0.00,0.00,1.90
02/08/2012 11:00:00,11.60,6.39,103.00,12.60,9.30,1.54,0.11,0.32,0.00,0.00,1.90
02/08/2012 14:00:00,12.20,6.39,110.00,12.10,9.23,1.81,0.12,0.36,0.00,0.00,2.30
02/08/2012 17:00:00,11.80,6.38,106.00,12.80,9.15,1.66,0.12,0.35,0.00,0.00,1.90
02/08/2012 20:00:00,11.30,6.39,105.00,10.40,9.25,1.61,0.11,0.33,0.00,0.00,2.00
02/08/2012 23:00:00,11.20,6.38,103.00,11.60,9.39,1.64,0.10,0.32,0.00,0.00,1.90
02/09/2012 02:00:00,11.40,6.37,108.00,11.30,9.28,1.54,0.11,0.32,0.00,0.00,2.00
02/09/2012 05:00:00,11.10,6.39,105.00,10.50,9.51,1.75,0.11,0.30,0.00,0.00,1.90
02/09/2012 08:00:00,10.80,6.39,104.00,10.20,9.46,1.62,0.10,0.30,0.00,0.00,1.90
02/09/2012 11:00:00,11.10,6.38,102.00,10.30,9.61,1.71,0.10,0.31,0.00,0.00,1.90
02/09/2012 14:00:00,11.30,6.38,106.00,12.40,9.37,1.77,0.11,0.32,0.00,0.00,2.00
02/09/2012 17:00:00,11.10,6.40,104.00,11.70,9.43,1.66,0.11,0.30,0.00,0.00,1.90
02/09/2012 20:00:00,10.90,6.40,104.00,9.30,9.47,1.87,0.10,0.28,0.00,0.00,1.90
02/09/2012 23:00:00,10.90,6.39,102.00,8.50,9.45,1.55,0.10,0.29,0.00,0.00,1.70
02/10/2012 02:00:00,11.00,6.37,105.00,10.10,9.36,1.65,0.10,0.29,0.00,0.00,1.80
02/10/2012 05:00:00,11.00,6.39,103.00,8.60,9.47,1.64,0.10,0.28,0.00,0.00,1.80
02/10/2012 08:00:00,10.90,6.37,102.00,7.60,9.44,1.49,0.10,0.27,0.00,0.00,1.80
02/10/2012 11:00:00,11.00,6.39,101.00,8.80,9.52,1.47,0.09,0.27,0.00,0.00,1.90
02/10/2012 14:00:00,11.30,6.42,103.00,12.10,9.48,1.94,0.11,0.28,0.00,0.00,1.80
02/10/2012 17:00:00,11.30,6.39,104.00,10.50,9.34,0.25,0.10,0.30,0.00,0.00,1.80
02/10/2012 20:00:00,11.10,6.39,103.00,7.60,9.43,1.37,0.10,0.29,0.00,0.00,1.80
02/10/2012 23:00:00,11.00,6.39,100.00,6.40,9.54,1.47,0.09,0.25,0.00,0.00,1.80
02/11/2012 02:00:00,11.10,6.37,103.00,11.00,9.57,1.74,0.11,0.31,0.00,0.00,1.80
02/11/2012 05:00:00,11.00,6.38,103.00,9.90,9.47,1.53,0.10,0.27,0.00,0.00,1.70
02/11/2012 08:00:00,10.90,6.37,101.00,6.20,9.50,1.34,0.09,0.25,0.00,0.00,1.80
02/11/2012 11:00:00,10.90,6.38,99.00,5.60,9.46,1.25,0.09,0.29,0.00,0.00,1.70
02/11/2012 14:00:00,11.10,6.39,99.00,7.70,9.57,1.56,0.09,0.25,0.00,0.00,1.60
02/11/2012 17:00:00,11.20,6.40,102.00,8.10,9.59,1.33,0.10,0.27,0.00,0.00,1.80
02/11/2012 20:00:00,11.00,6.39,100.00,6.20,9.43,1.30,0.09,0.26,0.00,0.00,1.70
02/11/2012 23:00:00,10.90,6.38,99.00,4.90,9.51,1.39,0.08,0.25,0.00,0.00,1.70
02/12/2012 02:00:00,11.00,6.38,98.00,6.40,9.51,1.34,0.09,0.25,0.00,0.00,1.70
02/12/2012 05:00:00,11.10,6.39,101.00,6.00,9.54,1.13,0.09,0.28,0.00,0.00,1.80
02/12/2012 08:00:00,11.00,6.37,99.00,5.30,9.37,1.36,0.08,0.25,0.00,0.00,1.80
02/12/2012 11:00:00,11.30,6.36,99.00,5.40,9.45,1.11,0.08,0.24,0.00,0.00,1.60
02/12/2012 14:00:00,11.50,6.37,99.00,5.20,9.39,1.43,0.09,0.23,0.00,0.00,1.60
02/12/2012 17:00:00,11.60,6.38,103.00,7.70,9.35,1.41,0.10,0.30,0.00,0.00,1.70
02/12/2012 20:00:00,11.60,6.38,100.00,6.00,9.20,1.35,0.09,0.25,0.00,0.00,1.70
02/12/2012 23:00:00,11.70,6.36,100.00,4.80,9.35,1.49,0.08,0.25,0.00,0.00,1.50
02/13/2012 02:00:00,11.70,6.36,98.00,5.00,9.21,1.54,0.08,0.26,0.00,0.00,1.60
02/13/2012 05:00:00,11.60,6.39,101.00,6.70,9.27,1.65,0.09,0.27,0.00,0.00,1.60
02/13/2012 08:00:00,11.70,6.37,102.00,5.10,9.30,1.44,0.08,0.24,0.00,0.00,2.00
02/13/2012 11:00:00,12.60,6.42,101.00,4.50,9.05,1.23,0.08,0.26,0.00,0.00,1.70
02/13/2012 14:00:00,13.70,6.46,99.00,4.10,8.85,0.86,0.08,0.28,0.00,0.00,1.40
02/13/2012 17:00:00,13.50,6.55,103.00,6.00,8.74,1.46,0.09,0.30,0.00,0.00,1.50
02/13/2012 20:00:00,13.10,6.47,101.00,4.80,8.88,1.41,0.09,0.29,0.00,0.00,1.70
02/13/2012 23:00:00,13.00,6.43,100.00,5.30,8.93,1.26,0.08,0.26,0.00,0.00,1.60
02/14/2012 02:00:00,12.80,6.44,98.00,4.60,8.88,1.32,0.08,0.24,0.00,0.00,1.50
02/14/2012 05:00:00,12.80,6.43,99.00,4.80,8.95,,0.08,0.26,0.00,0.00,1.60
02/14/2012 08:00:00,12.80,6.43,99.00,4.70,8.99,1.50,0.08,0.24,0.00,0.00,1.50
02/14/2012 11:00:00,13.60,6.48,99.00,5.90,8.83,1.50,0.09,0.26,0.00,0.00,1.50
02/14/2012 14:00:00,14.30,6.52,97.00,4.90,8.68,1.12,0.08,0.27,0.00,0.00,1.30
02/14/2012 17:00:00,14.00,6.55,98.00,4.90,8.65,1.07,0.08,0.26,0.00,0.00,1.30
02/14/2012 20:00:00,13.60,6.50,97.00,6.50,8.81,0.98,0.08,0.27,0.00,0.00,1.40
02/14/2012 23:00:00,13.20,6.48,97.00,5.10,8.71,1.09,0.08,0.28,0.00,0.00,1.40
02/15/2012 02:00:00,13.10,6.45,96.00,7.00,8.81,1.04,0.08,0.25,0.00,0.00,1.50
02/15/2012 05:00:00,12.90,6.45,95.00,6.30,8.91,1.25,0.08,0.25,0.00,0.00,1.50
02/15/2012 08:00:00,12.90,6.45,97.00,7.90,9.00,1.16,0.09,0.26,0.00,0.00,1.50
02/15/2012 11:00:00,12.80,6.47,98.00,8.10,8.91,1.11,0.09,0.26,0.00,0.00,1.60
02/15/2012 14:00:00,12.60,6.46,96.00,8.70,8.90,1.11,0.09,0.25,0.00,0.00,1.60
02/15/2012 17:00:00,12.50,6.44,96.00,7.20,9.03,1.26,0.08,0.24,0.00,0.00,1.60
02/15/2012 20:00:00,12.40,6.43,98.00,6.80,9.10,1.28,0.09,0.27,0.00,0.00,1.70
02/15/2012 23:00:00,12.20,6.43,97.00,7.60,9.02,1.44,0.09,0.27,0.00,0.00,1.60
02/16/2012 02:00:00,12.00,6.41,97.00,7.70,9.11,1.58,0.09,0.27,0.00,0.00,1.60
02/16/2012 05:00:00,12.00,6.43,95.00,6.00,9.09,1.14,0.08,0.24,0.00,0.00,1.60
02/16/2012 08:00:00,12.20,6.43,97.00,7.00,9.12,2.04,0.09,0.27,0.00,0.00,1.70
02/16/2012 11:00:00,12.00,6.42,96.00,6.50,9.11,1.67,0.09,0.24,0.00,0.00,1.60
02/16/2012 14:00:00,11.90,6.44,96.00,6.60,9.28,1.55,0.09,0.23,0.00,0.00,1.70
02/16/2012 17:00:00,11.80,6.43,95.00,5.70,9.23,1.34,0.08,0.23,0.00,0.00,1.60
02/16/2012 20:00:00,11.80,6.43,96.00,5.40,9.25,1.39,0.09,0.24,0.00,0.00,1.80
02/16/2012 23:00:00,11.60,6.42,96.00,6.00,9.36,1.30,0.09,0.24,0.00,0.00,1.90
02/17/2012 02:00:00,11.40,6.43,95.00,6.20,9.43,1.64,0.09,0.23,0.00,0.00,1.70
02/17/2012 05:00:00,11.30,6.41,94.00,6.50,9.36,1.40,0.09,0.22,0.00,0.00,1.70
02/17/2012 08:00:00,11.40,6.42,94.00,5.90,9.54,1.50,0.09,0.21,0.00,0.00,1.70
02/17/2012 11:00:00,11.60,6.42,98.00,5.50,9.50,1.34,0.09,0.24,0.00,0.00,1.80
02/17/2012 14:00:00,11.50,6.37,96.00,6.20,9.42,1.30,0.09,0.22,0.00,0.00,1.80
02/17/2012 17:00:00,11.30,6.40,94.00,6.20,9.53,1.16,0.09,0.20,0.00,0.00,1.70
02/17/2012 20:00:00,11.40,6.42,94.00,6.10,9.62,1.18,0.09,0.20,0.00,0.00,1.70
02/17/2012 23:00:00,11.30,6.42,96.00,5.50,9.49,1.37,0.09,0.22,0.00,0.00,1.80
02/18/2012 02:00:00,11.10,6.44,95.00,5.80,9.50,1.41,0.09,0.20,0.00,0.00,1.70
02/18/2012 05:00:00,10.80,6.41,94.00,6.50,9.73,1.33,0.09,0.20,0.00,0.00,1.70
02/18/2012 08:00:00,10.90,6.43,93.00,5.70,9.70,1.61,0.09,0.19,0.00,0.00,1.70
02/18/2012 11:00:00,11.40,6.43,97.00,6.40,9.56,1.20,0.09,0.21,0.00,0.00,1.80
02/18/2012 14:00:00,11.60,6.44,95.00,6.70,9.46,1.40,0.09,0.22,0.00,0.00,1.70
02/18/2012 17:00:00,11.30,6.44,95.00,6.50,9.60,1.60,0.09,0.14,0.00,0.00,1.80
02/18/2012 20:00:00,11.00,6.44,93.00,5.70,9.67,1.34,0.09,0.20,0.00,0.00,1.60
02/18/2012 23:00:00,11.10,6.44,95.00,5.80,9.63,1.27,0.09,0.20,0.00,0.00,1.70
02/19/2012 02:00:00,10.80,6.42,94.00,5.80,9.66,2.17,0.09,0.21,0.00,0.00,1.70
02/19/2012 05:00:00,10.60,6.43,93.00,5.60,9.82,2.11,0.08,0.18,0.00,0.00,1.60
02/19/2012 08:00:00,10.70,6.43,92.00,4.90,9.87,1.32,0.08,0.17,0.00,0.00,1.60
02/19/2012 11:00:00,11.10,6.46,94.00,5.80,9.84,1.25,0.09,0.19,0.00,0.00,1.70
02/19/2012 14:00:00,11.60,6.49,95.00,6.40,,1.19,0.09,0.22,0.00,0.00,1.60
02/19/2012 17:00:00,11.20,6.46,94.00,6.20,9.95,1.24,0.09,0.20,0.00,0.00,1.60
02/19/2012 20:00:00,11.00,6.47,92.00,6.00,9.82,1.35,0.08,0.20,0.00,0.00,1.50
02/19/2012 23:00:00,11.00,6.46,93.00,6.20,9.92,1.13,0.09,0.19,0.00,0.00,1.70
02/20/2012 02:00:00,10.90,6.44,94.00,5.50,9.92,1.37,0.09,0.19,0.00,0.00,1.70
02/20/2012 05:00:00,10.70,6.44,92.00,5.80,9.84,1.13,0.08,0.18,0.00,0.00,1.50
02/20/2012 08:00:00,10.70,6.45,92.00,5.60,10.09,1.28,0.08,0.18,0.00,0.00,1.50
02/20/2012 11:00:00,11.30,6.46,93.00,6.40,9.93,1.13,0.08,0.19,0.00,0.00,1.50
02/20/2012 14:00:00,11.70,6.48,96.00,6.50,6.17,1.11,0.09,0.23,0.00,0.00,1.50
02/20/2012 17:00:00,11.60,6.47,94.00,6.80,9.71,1.25,0.08,0.20,0.00,0.00,1.50
02/20/2012 20:00:00,11.60,6.47,93.00,5.40,9.78,1.09,0.08,0.20,0.00,0.00,1.40
02/20/2012 23:00:00,11.60,6.46,93.00,6.30,9.77,1.39,0.08,0.18,0.00,0.00,1.40
02/21/2012 02:00:00,11.60,6.47,95.00,6.10,9.59,1.19,0.09,0.22,0.00,0.00,1.50
02/21/2012 05:00:00,11.70,6.45,94.00,5.90,9.61,1.18,0.08,0.19,0.00,0.00,1.40
02/21/2012 08:00:00,11.80,6.42,93.00,5.60,9.50,1.04,0.08,0.18,0.00,0.00,1.50
02/21/2012 11:00:00,12.40,6.50,93.00,5.50,9.53,1.13,0.08,0.20,0.00,0.00,1.30
02/21/2012 14:00:00,13.10,6.53,95.00,7.00,9.26,1.28,0.09,0.24,0.00,0.00,1.30
02/21/2012 17:00:00,13.20,6.55,94.00,5.90,,1.09,0.08,0.23,0.00,0.00,1.30
02/21/2012 20:00:00,13.00,6.52,93.00,5.70,,1.38,0.08,0.23,0.00,0.00,1.30
02/21/2012 23:00:00,12.80,6.52,92.00,6.00,,1.30,0.08,0.20,0.00,0.00,1.30
02/22/2012 02:00:00,12.60,6.47,93.00,6.20,9.15,1.26,0.08,0.22,0.00,0.00,1.30
02/22/2012 05:00:00,12.70,6.48,92.00,5.50,8.98,1.15,0.08,0.22,0.00,0.00,1.30
02/22/2012 08:00:00,13.00,6.47,93.00,7.40,8.95,1.13,0.08,0.22,0.00,0.00,1.40
02/22/2012 11:00:00,13.40,6.50,93.00,6.50,8.82,1.23,0.08,0.24,0.00,0.00,1.20
02/22/2012 14:00:00,13.90,6.55,94.00,7.30,,1.28,0.09,0.25,0.00,0.00,1.30
02/22/2012 17:00:00,13.70,6.55,95.00,9.70,,1.34,0.09,0.25,0.00,0.00,1.30
02/22/2012 20:00:00,13.80,6.51,95.00,7.80,8.60,,0.09,0.26,0.00,0.00,1.40
02/22/2012 23:00:00,13.50,6.52,93.00,6.10,8.58,1.67,0.09,0.25,0.00,0.00,1.40
02/23/2012 02:00:00,13.40,6.49,95.00,7.80,8.60,1.35,0.10,0.26,0.00,0.00,1.40
02/23/2012 05:00:00,13.40,6.48,94.00,7.30,8.60,1.05,0.09,0.23,0.00,0.00,1.40
02/23/2012 08:00:00,13.60,6.48,95.00,7.50,8.59,1.03,0.09,0.24,0.00,0.00,1.20
02/23/2012 11:00:00,14.00,6.77,94.00,5.30,8.46,1.28,0.09,0.25,0.00,0.00,1.30
02/23/2012 14:00:00,13.80,6.54,96.00,9.20,,1.33,0.10,0.27,0.00,0.00,1.40
02/23/2012 17:00:00,13.40,6.54,95.00,8.00,,1.37,0.09,0.26,0.00,0.00,1.50
02/23/2012 20:00:00,13.30,6.53,94.00,6.10,,1.30,0.09,0.25,0.00,0.00,1.50
02/23/2012 23:00:00,13.10,6.53,94.00,5.70,,1.18,0.09,0.26,0.00,0.00,1.50
02/24/2012 02:00:00,13.10,6.53,97.00,7.70,,1.31,0.10,0.27,0.00,0.00,1.60
02/24/2012 05:00:00,13.10,6.53,95.00,6.40,,1.36,0.09,0.24,0.00,,1.50
02/24/2012 08:00:00,13.10,6.51,95.00,7.40,,1.33,0.09,0.24,0.00,,1.60
02/24/2012 11:00:00,13.20,6.51,94.00,6.30,,1.91,0.09,0.19,0.00,0.00,1.50
02/24/2012 14:00:00,13.10,6.47,96.00,9.00,5.83,1.52,0.10,0.25,0.00,0.00,1.60
02/24/2012 17:00:00,13.10,6.38,94.00,7.90,5.44,1.34,0.10,0.26,0.00,0.00,1.60
02/24/2012 20:00:00,13.10,6.10,95.00,7.80,5.42,1.33,0.10,0.20,0.00,0.00,1.60
02/24/2012 23:00:00,12.90,6.11,93.00,10.50,3.75,1.45,0.11,0.24,0.00,0.00,1.50
02/25/2012 02:00:00,12.80,6.13,94.00,10.30,3.65,1.34,0.10,0.23,0.00,0.00,1.60
02/25/2012 05:00:00,12.70,6.13,93.00,9.70,2.62,1.37,0.10,0.26,0.00,0.00,1.50
02/25/2012 08:00:00,12.50,6.16,92.00,23.80,1.17,1.57,0.12,0.25,0.00,0.00,1.60
02/25/2012 11:00:00,12.20,6.15,91.00,23.70,2.35,1.63,0.12,0.23,0.00,0.00,1.50
02/25/2012 14:00:00,12.40,6.15,91.00,23.90,0.77,1.73,0.12,0.26,0.00,0.00,1.60
02/25/2012 17:00:00,12.10,6.15,91.00,20.00,,1.42,0.11,0.24,0.00,0.00,1.50
02/25/2012 20:00:00,11.80,6.15,91.00,19.40,,1.43,0.11,0.27,0.00,0.00,1.60
02/25/2012 23:00:00,11.60,6.13,90.00,16.40,,1.38,0.11,0.25,0.00,0.00,1.50
02/26/2012 02:00:00,11.60,6.12,90.00,15.80,,1.63,0.10,0.25,0.00,0.00,1.60
02/26/2012 05:00:00,11.40,6.11,91.00,14.10,,1.40,0.10,0.23,0.00,0.00,1.80
02/26/2012 08:00:00,11.40,6.12,90.00,14.50,,1.35,0.10,0.25,0.00,0.00,1.60
02/26/2012 11:00:00,11.40,6.13,89.00,13.90,,1.55,0.10,0.24,0.00,0.00,1.60
02/26/2012 14:00:00,11.40,6.15,89.00,13.60,,1.50,0.10,0.22,0.00,0.00,1.60
02/26/2012 17:00:00,11.30,6.12,89.00,12.00,,1.49,0.10,0.24,0.00,0.00,1.60
02/26/2012 20:00:00,11.30,6.12,90.00,13.60,,1.33,0.10,0.25,0.00,0.00,1.60
02/26/2012 23:00:00,11.10,6.11,90.00,13.10,,1.46,0.10,0.24,0.00,0.00,1.50
02/27/2012 02:00:00,11.10,6.12,89.00,11.40,,1.68,0.09,0.25,0.00,0.00,1.50
02/27/2012 05:00:00,11.00,6.11,89.00,11.00,,1.27,0.10,0.23,0.00,0.00,1.60
02/27/2012 08:00:00,11.10,6.13,89.00,11.40,,1.42,0.10,0.26,0.00,0.00,1.70
02/27/2012 11:00:00,11.00,6.12,90.00,11.10,,1.32,0.10,0.23,0.00,0.00,1.60
02/27/2012 14:00:00,11.00,6.14,89.00,10.70,,1.55,0.09,0.25,0.00,0.00,1.60
02/27/2012 17:00:00,10.90,6.12,89.00,10.70,,1.41,0.09,0.25,0.00,0.00,1.50
02/27/2012 20:00:00,10.90,6.13,91.00,10.00,,1.57,0.09,0.27,0.00,0.00,1.60
02/27/2012 23:00:00,10.70,6.13,91.00,13.40,,1.38,0.10,0.28,0.00,0.00,1.70
02/28/2012 02:00:00,10.80,6.13,91.00,11.70,,1.51,0.09,0.25,0.00,0.00,1.50
02/28/2012 05:00:00,10.90,6.13,93.00,16.80,,1.35,0.10,0.29,0.00,0.00,1.70
02/28/2012 08:00:00,11.00,6.14,92.00,23.80,,1.44,0.11,0.30,0.00,0.00,1.70
02/28/2012 11:00:00,11.10,6.14,92.00,30.20,,1.40,0.13,0.28,0.00,0.00,1.50
02/28/2012 14:00:00,11.70,6.17,92.00,40.20,,1.59,0.13,0.35,0.00,0.00,1.50
02/28/2012 17:00:00,11.70,6.16,93.00,50.50,,1.73,0.16,0.31,0.00,0.00,1.60
02/28/2012 20:00:00,11.60,6.18,90.00,40.10,,1.68,0.14,0.29,0.00,0.00,1.50
02/28/2012 23:00:00,11.50,5.83,90.00,58.80,,2.61,0.15,0.29,0.00,0.00,1.40
02/29/2012 02:00:00,11.50,6.12,89.00,57.00,,2.22,0.14,0.31,0.00,0.00,1.40
02/29/2012 05:00:00,11.50,6.13,89.00,46.50,,2.51,0.13,0.29,0.00,0.00,1.50
02/29/2012 08:00:00,11.60,6.12,90.00,51.40,,1.82,0.13,0.29,0.00,0.00,1.50
02/29/2012 11:00:00,11.80,6.13,91.00,39.40,,1.62,0.12,0.28,0.00,0.00,1.50
02/29/2012 14:00:00,11.90,6.14,90.00,26.80,,1.20,0.10,0.27,0.00,0.00,1.40
02/29/2012 17:00:00,11.90,6.13,91.00,29.40,,0.79,0.11,0.27,0.00,0.00,1.40
02/29/2012 20:00:00,12.00,6.14,92.00,22.50,,1.16,0.10,0.29,0.00,0.00,1.40
02/29/2012 23:00:00,12.00,6.13,92.00,17.40,,1.02,0.10,0.29,0.00,0.00,1.50
03/01/2012 02:00:00,12.00,6.12,93.00,14.90,,1.10,0.10,0.28,0.00,0.00,1.40
03/01/2012 05:00:00,12.00,6.13,92.00,10.50,,1.11,0.09,0.26,0.00,0.00,1.40
03/01/2012 08:00:00,12.20,6.12,93.00,12.20,,1.13,0.09,0.28,0.00,0.00,1.50
03/01/2012 11:00:00,12.90,6.13,94.00,10.30,3.71,1.08,0.09,0.27,0.00,0.00,1.30
03/01/2012 14:00:00,13.70,6.17,94.00,13.40,8.58,0.99,0.10,0.29,0.00,0.00,1.30
03/01/2012 17:00:00,13.50,6.19,94.00,9.60,7.81,1.28,0.09,0.28,0.00,0.00,1.30
03/01/2012 20:00:00,13.20,6.17,95.00,10.10,5.61,1.14,0.09,0.29,0.00,0.00,1.40
03/01/2012 23:00:00,13.20,6.17,95.00,10.60,5.68,1.28,0.09,0.26,0.00,0.00,1.50
03/02/2012 02:00:00,13.30,6.17,95.00,11.20,6.11,1.28,0.09,0.27,0.00,0.00,1.50
03/02/2012 05:00:00,13.30,6.16,95.00,9.20,6.21,1.17,0.09,0.27,0.00,0.00,1.50
03/02/2012 08:00:00,13.30,6.17,96.00,9.40,6.40,1.07,0.09,0.28,0.00,0.00,1.40
03/02/2012 11:00:00,13.60,6.18,97.00,11.50,7.95,1.10,0.10,0.27,0.00,0.00,1.50
03/02/2012 14:00:00,13.60,6.18,96.00,13.20,8.16,0.94,0.10,0.28,0.00,0.00,1.50
03/02/2012 17:00:00,13.40,6.16,95.00,9.80,7.04,1.09,0.09,0.19,0.00,0.00,1.50
03/02/2012 20:00:00,13.20,6.14,96.00,9.70,6.02,1.16,0.09,0.29,0.00,0.00,1.40
03/02/2012 23:00:00,13.10,6.16,96.00,11.70,5.26,1.08,0.10,0.29,0.00,0.00,1.60
03/03/2012 02:00:00,13.00,6.13,96.00,12.50,4.72,1.18,0.10,0.28,0.00,0.00,1.60
03/03/2012 05:00:00,12.90,6.14,95.00,12.00,4.25,1.28,0.10,0.28,0.00,0.00,1.50
03/03/2012 08:00:00,12.90,6.12,95.00,11.20,4.18,1.30,0.10,0.29,0.00,0.00,1.50
