时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮,挥发酚,六价铬,氯化物
10/16/2012 06:20:00,23.70,8.12,96.00,14.30,7.10,1.32,0.05,0.01,0.00,0.00,213.00
10/16/2012 09:20:00,24.10,7.99,95.00,71.10,7.24,,0.06,0.01,0.00,0.00,195.40
10/16/2012 14:00:00,25.10,7.99,101.00,14.40,8.01,1.42,0.05,0.14,0.00,0.00,
10/16/2012 17:00:00,25.20,8.13,97.00,9.50,8.78,1.24,0.03,0.01,0.00,0.00,11.30
10/16/2012 20:00:00,24.70,8.32,97.00,11.60,7.44,1.32,0.04,0.01,0.00,0.00,11.50
10/16/2012 23:00:00,24.60,8.12,96.00,16.10,7.26,1.30,0.05,0.02,0.00,0.00,12.40
10/17/2012 02:00:00,24.50,8.11,100.00,11.80,7.62,1.22,0.04,0.05,0.00,0.00,14.20
10/17/2012 05:00:00,24.30,8.13,97.00,14.90,7.40,1.28,0.03,0.01,0.00,0.00,13.20
10/17/2012 08:00:00,24.20,8.11,96.00,16.60,6.81,1.26,0.05,0.01,0.00,0.00,12.40
10/17/2012 11:00:00,24.80,8.01,95.00,13.40,7.08,1.30,0.05,0.01,0.00,0.00,11.40
10/17/2012 14:00:00,25.20,8.04,99.00,19.40,8.05,2.11,0.06,0.03,0.00,0.00,11.10
10/17/2012 17:00:00,25.10,8.22,96.00,12.50,8.46,0.91,0.03,0.01,0.00,0.00,11.00
10/17/2012 20:00:00,24.70,8.29,97.00,14.30,7.49,0.80,0.03,0.02,0.00,0.00,11.20
10/17/2012 23:00:00,24.50,8.14,96.00,10.40,7.10,0.94,0.04,0.01,0.00,0.00,11.60
10/18/2012 02:00:00,24.50,8.07,101.00,25.90,7.24,1.45,0.05,0.13,0.00,0.00,14.00
10/18/2012 05:00:00,24.30,8.08,97.00,25.50,7.82,0.86,0.03,0.03,0.00,0.00,13.10
10/18/2012 08:00:00,23.80,8.10,96.00,17.80,7.19,1.54,0.05,0.28,0.00,0.00,12.70
10/18/2012 11:00:00,24.30,8.04,95.00,18.70,7.74,2.02,0.05,0.03,0.00,0.00,11.10
10/18/2012 14:00:00,24.60,8.16,99.00,47.60,8.18,2.25,0.07,0.03,0.00,0.00,12.00
10/18/2012 17:00:00,24.60,8.31,99.00,21.20,8.84,1.33,0.03,0.01,0.00,0.00,12.70
10/18/2012 20:00:00,23.70,8.47,97.00,15.30,8.14,1.58,0.03,0.01,0.00,0.00,12.80
10/18/2012 23:00:00,23.30,8.35,96.00,13.70,7.89,1.98,0.04,0.02,0.00,0.00,12.70
10/19/2012 02:00:00,23.40,8.26,97.00,22.20,7.92,1.81,0.05,0.01,0.00,0.00,14.00
10/19/2012 05:00:00,23.10,8.28,98.00,15.70,8.06,1.40,0.03,0.01,0.00,0.00,13.60
10/19/2012 08:00:00,22.80,8.25,95.00,26.10,7.88,1.44,0.05,0.01,0.00,0.00,11.90
10/19/2012 11:00:00,23.70,8.28,94.00,19.40,8.16,1.77,0.06,0.01,0.00,0.00,11.00
10/19/2012 14:00:00,24.20,8.32,95.00,20.70,8.77,2.01,0.06,0.02,0.00,0.00,10.80
10/19/2012 17:00:00,24.20,8.55,99.00,22.30,9.11,1.19,0.04,0.01,0.00,0.00,11.90
10/19/2012 20:00:00,23.60,8.60,98.00,15.00,8.61,0.97,0.03,0.02,0.00,0.00,12.20
10/19/2012 23:00:00,23.30,8.55,96.00,14.40,8.19,1.34,0.04,0.02,0.00,0.00,11.70
10/20/2012 02:00:00,23.20,8.35,96.00,17.70,8.13,1.50,0.05,0.01,0.00,0.00,12.10
10/20/2012 05:00:00,23.20,8.29,98.00,15.60,8.34,1.04,0.04,0.02,0.00,0.00,13.20
10/20/2012 08:00:00,22.90,8.36,96.00,18.00,8.18,1.14,0.05,0.02,0.00,0.00,11.80
10/20/2012 11:00:00,23.90,8.35,95.00,19.50,8.67,1.13,0.05,0.01,0.00,0.00,10.40
10/20/2012 14:00:00,24.60,8.48,94.00,21.00,9.17,1.59,0.05,0.01,0.00,0.00,9.50
10/20/2012 17:00:00,24.50,8.81,99.00,21.10,8.78,1.30,0.04,0.01,0.00,,11.10
10/20/2012 20:00:00,24.00,8.80,97.00,12.60,8.73,0.85,0.03,0.01,0.00,0.00,10.80
10/20/2012 23:00:00,23.40,8.72,97.00,16.00,8.11,1.05,0.04,0.01,0.00,0.00,11.50
10/21/2012 02:00:00,23.40,8.51,96.00,20.90,7.82,1.37,0.04,0.02,0.00,0.00,11.70
10/21/2012 05:00:00,23.50,8.42,99.00,15.20,7.99,1.53,0.04,0.01,0.00,0.00,13.00
10/21/2012 08:00:00,23.40,8.42,97.00,36.20,7.91,1.23,0.04,0.01,0.00,0.00,12.10
10/21/2012 11:00:00,24.10,8.43,97.00,15.40,8.12,1.42,0.05,0.01,0.00,0.00,10.70
10/21/2012 14:00:00,24.90,8.45,95.00,24.40,8.75,1.23,0.05,0.01,0.00,0.00,9.60
10/21/2012 17:00:00,24.70,8.55,97.00,17.70,8.88,1.70,0.04,0.01,0.00,0.00,10.00
10/21/2012 20:00:00,24.30,8.76,98.00,12.90,8.96,1.05,0.03,0.02,0.00,0.00,10.60
10/21/2012 23:00:00,24.00,8.64,98.00,16.20,8.04,1.28,0.04,0.02,0.00,0.00,10.70
10/22/2012 02:00:00,23.90,8.38,96.00,13.60,7.34,1.22,0.04,0.01,0.00,0.00,10.80
10/22/2012 05:00:00,23.90,8.20,97.00,13.20,7.62,1.33,0.04,0.01,0.00,0.00,12.00
10/22/2012 08:00:00,23.90,8.31,97.00,18.00,7.88,1.16,0.04,0.01,0.00,0.00,10.80
10/22/2012 11:00:00,24.60,8.31,96.00,12.70,8.15,1.08,0.05,0.02,0.00,0.00,9.80
10/22/2012 14:00:00,25.70,8.38,96.00,14.10,8.34,1.36,0.05,0.01,0.00,0.00,8.60
10/22/2012 17:00:00,25.30,8.40,96.00,11.90,8.54,1.64,0.05,,0.00,0.00,8.70
10/22/2012 20:00:00,24.80,8.55,98.00,11.70,8.86,1.15,0.04,0.01,0.00,0.00,10.00
10/22/2012 23:00:00,24.50,8.60,98.00,11.20,8.35,1.00,0.04,0.01,0.00,0.00,10.80
10/23/2012 02:00:00,24.20,8.35,97.00,10.80,7.17,0.88,0.04,0.01,0.00,0.00,10.30
10/23/2012 05:00:00,24.20,8.11,97.00,10.70,7.12,1.01,0.04,0.01,0.00,0.00,11.30
10/23/2012 08:00:00,24.20,8.12,99.00,11.40,7.73,1.28,0.04,0.02,0.00,0.00,12.60
10/23/2012 11:00:00,24.10,8.25,97.00,13.90,7.30,1.33,0.04,0.01,0.00,0.00,11.70
10/23/2012 14:00:00,23.90,8.14,97.00,11.30,6.51,0.89,0.05,0.01,0.00,0.00,12.10
10/23/2012 17:00:00,23.90,8.00,97.00,9.70,6.34,1.02,0.04,0.01,0.00,0.00,12.40
10/23/2012 20:00:00,23.80,8.06,98.00,11.60,7.18,0.90,0.03,0.03,0.00,0.00,13.00
10/23/2012 23:00:00,23.70,8.21,97.00,8.90,7.11,0.76,0.03,0.01,0.00,0.00,12.60
10/24/2012 02:00:00,23.20,8.13,97.00,11.20,6.05,0.91,0.04,0.02,0.00,0.00,13.00
10/24/2012 05:00:00,23.10,8.03,96.00,17.40,5.64,0.84,0.05,0.02,0.00,0.00,13.00
10/24/2012 08:00:00,23.20,8.02,96.00,10.90,6.30,1.08,0.04,0.03,0.00,0.00,12.80
10/24/2012 11:00:00,23.90,8.13,96.00,13.10,7.21,2.30,0.04,0.01,0.00,0.00,11.20
10/24/2012 14:00:00,24.80,8.25,96.00,10.10,7.87,2.61,0.05,0.01,0.00,0.00,9.90
10/24/2012 17:00:00,24.30,8.29,97.00,18.30,7.06,2.17,0.05,0.02,0.00,0.00,10.60
10/24/2012 20:00:00,24.00,8.15,97.00,24.80,7.33,2.27,0.05,0.01,0.00,0.00,12.00
10/24/2012 23:00:00,23.90,8.24,98.00,9.40,7.57,1.98,0.03,0.02,0.00,0.00,12.60
10/25/2012 02:00:00,23.50,8.27,98.00,11.30,6.94,1.56,0.04,0.01,0.00,0.00,12.20
10/25/2012 05:00:00,23.20,8.11,96.00,19.60,6.22,1.67,0.05,0.01,0.00,0.00,12.50
10/25/2012 08:00:00,23.40,8.01,96.00,10.30,6.32,1.65,0.05,0.01,0.00,0.00,11.50
10/25/2012 11:00:00,24.00,8.09,97.00,12.60,7.48,1.86,0.05,0.01,0.00,0.00,11.00
10/25/2012 14:00:00,25.00,8.29,97.00,11.80,8.03,,0.05,0.01,0.00,0.00,9.40
10/25/2012 17:00:00,24.60,8.36,97.00,11.30,7.36,2.13,0.05,0.02,0.00,0.00,9.70
10/25/2012 20:00:00,24.10,8.14,97.00,10.90,6.92,2.02,0.05,0.01,0.00,0.00,10.70
10/25/2012 23:00:00,24.20,8.15,99.00,10.20,7.79,1.89,0.03,0.02,0.00,0.00,11.80
10/26/2012 02:00:00,23.80,8.26,98.00,13.20,7.21,1.72,0.04,0.01,0.00,0.00,11.50
10/26/2012 05:00:00,23.50,8.09,97.00,10.50,6.37,1.60,0.05,0.02,0.00,0.00,12.00
10/26/2012 08:00:00,23.70,7.94,96.00,10.10,6.31,1.42,0.05,0.01,0.00,0.00,11.20
10/26/2012 11:00:00,24.20,8.01,99.00,14.00,7.44,1.70,0.05,0.02,0.00,0.00,11.80
10/26/2012 14:00:00,24.50,8.21,98.00,14.10,7.56,2.00,0.05,0.01,0.00,0.00,9.90
10/26/2012 17:00:00,24.40,8.24,98.00,10.50,7.44,1.75,0.05,0.01,0.00,0.00,10.10
10/26/2012 20:00:00,24.20,8.11,97.00,9.10,6.42,1.21,0.05,0.01,0.00,0.00,10.60
10/26/2012 23:00:00,24.20,7.97,98.00,12.20,7.24,1.79,0.05,0.01,0.00,0.00,11.30
10/27/2012 02:00:00,24.10,8.09,98.00,9.80,7.06,1.06,0.03,0.01,0.00,0.00,11.70
10/27/2012 05:00:00,23.90,8.01,97.00,10.00,6.64,1.12,0.05,0.01,0.00,0.00,11.90
10/27/2012 08:00:00,23.90,7.92,97.00,10.20,6.29,1.04,0.06,0.02,0.00,0.00,11.00
10/27/2012 11:00:00,24.50,7.96,97.00,12.80,7.15,1.52,0.05,0.01,0.00,0.00,10.20
10/27/2012 14:00:00,25.20,8.18,97.00,12.90,8.15,1.55,0.04,0.01,0.00,0.00,8.90
10/27/2012 17:00:00,24.90,8.28,98.00,14.20,7.48,1.56,0.04,0.01,0.00,0.00,9.50
10/27/2012 20:00:00,24.60,8.13,97.00,10.10,6.55,1.47,0.05,0.01,0.00,0.00,9.70
10/27/2012 23:00:00,24.60,8.01,97.00,18.10,7.07,1.69,0.05,0.02,0.00,0.00,10.80
10/28/2012 02:00:00,24.50,8.08,98.00,10.50,7.59,1.25,0.03,0.01,0.00,0.00,11.30
10/28/2012 05:00:00,24.30,8.05,98.00,12.70,6.48,1.10,0.04,0.01,0.00,0.00,11.60
10/28/2012 08:00:00,24.40,7.93,98.00,12.20,6.45,1.06,0.05,0.02,0.00,0.00,11.50
10/28/2012 11:00:00,24.80,7.92,98.00,15.80,6.81,1.68,0.06,0.02,0.00,0.00,10.30
10/28/2012 14:00:00,24.90,8.10,100.00,16.20,8.00,2.23,0.05,0.01,0.00,0.00,10.70
10/28/2012 17:00:00,24.60,8.19,99.00,11.10,7.41,1.60,0.04,0.01,0.00,0.00,11.80
10/28/2012 20:00:00,24.40,8.09,98.00,9.30,6.48,1.72,0.05,0.01,0.00,0.00,11.80
10/28/2012 23:00:00,24.30,7.95,98.00,15.10,7.10,2.00,0.05,0.01,0.00,0.00,12.30
10/29/2012 02:00:00,24.30,8.03,100.00,12.50,7.54,1.52,0.03,0.01,0.00,0.00,13.10
10/29/2012 05:00:00,23.90,8.03,99.00,15.40,6.71,1.62,0.04,0.02,0.00,0.00,12.80
10/29/2012 08:00:00,23.80,7.94,97.00,12.80,6.20,1.36,0.06,0.01,0.00,0.00,12.90
10/29/2012 11:00:00,24.10,7.91,96.00,14.80,6.73,1.36,0.06,0.02,0.00,0.00,12.40
10/29/2012 14:00:00,24.20,8.00,100.00,18.70,7.26,1.66,0.05,0.02,0.00,0.00,12.90
10/29/2012 17:00:00,24.10,8.09,99.00,10.80,7.06,1.39,0.03,0.01,0.00,0.00,13.00
10/29/2012 20:00:00,23.90,8.06,97.00,10.50,6.37,1.29,0.05,0.02,0.00,0.00,12.90
10/29/2012 23:00:00,24.00,7.95,97.00,20.70,6.19,1.66,0.05,0.02,0.00,0.00,13.30
10/30/2012 02:00:00,23.80,8.01,99.00,12.40,6.78,1.34,0.04,0.04,0.00,0.00,13.60
10/30/2012 05:00:00,23.60,8.03,99.00,12.80,6.32,1.29,0.04,0.02,0.00,0.00,13.00
10/30/2012 08:00:00,23.30,7.98,97.00,13.60,6.29,1.52,0.06,0.03,0.00,0.00,13.80
10/30/2012 11:00:00,23.60,7.94,97.00,15.30,6.75,1.48,0.06,0.02,0.00,0.00,13.40
10/30/2012 14:00:00,23.60,7.99,101.00,18.10,6.86,1.66,0.05,0.06,0.00,0.00,14.30
10/30/2012 17:00:00,23.50,8.06,99.00,13.10,6.99,1.11,0.04,0.03,0.00,0.00,13.70
10/30/2012 20:00:00,23.20,8.06,99.00,11.30,6.34,1.12,0.04,0.04,0.00,0.00,13.50
10/30/2012 23:00:00,23.30,8.01,98.00,10.80,6.12,1.29,0.05,0.04,0.00,0.00,13.70
10/31/2012 02:00:00,23.20,8.02,103.00,14.20,6.70,1.44,0.05,0.09,0.00,0.00,14.50
10/31/2012 05:00:00,23.10,8.05,100.00,14.40,6.83,1.03,0.04,0.04,0.00,0.00,13.90
10/31/2012 08:00:00,22.80,8.05,99.00,15.20,6.31,1.56,0.06,0.05,0.00,0.00,13.60
10/31/2012 11:00:00,23.20,8.36,98.00,15.40,6.27,1.42,0.07,0.05,0.00,0.00,12.60
10/31/2012 14:00:00,23.40,8.21,102.00,16.60,7.05,1.94,0.06,0.06,0.00,0.00,13.70
10/31/2012 17:00:00,23.40,8.29,100.00,13.60,7.29,1.29,0.03,0.03,0.00,0.00,12.80
10/31/2012 20:00:00,23.00,8.35,100.00,13.20,6.62,1.88,0.04,0.04,0.00,0.00,12.60
10/31/2012 23:00:00,22.90,8.26,99.00,10.20,6.35,1.86,0.05,0.03,0.00,0.00,12.60
11/01/2012 02:00:00,22.80,8.24,102.00,14.30,6.52,2.21,0.05,0.06,0.00,0.00,14.30
11/01/2012 05:00:00,22.70,8.27,99.00,14.60,6.57,1.81,0.04,0.02,0.00,0.00,13.40
11/01/2012 08:00:00,22.30,8.28,99.00,14.10,6.21,1.66,0.05,0.02,0.00,0.00,12.50
11/01/2012 11:00:00,22.90,8.27,98.00,11.80,7.03,2.19,0.06,0.01,0.00,0.00,11.70
11/01/2012 14:00:00,23.20,8.37,100.00,16.40,7.73,2.48,0.06,0.01,0.00,0.00,12.50
11/01/2012 17:00:00,23.00,8.48,101.00,11.80,8.12,1.66,0.04,0.02,0.00,0.00,13.50
11/01/2012 20:00:00,22.10,8.54,100.00,12.90,7.56,1.67,0.04,0.01,0.00,0.00,13.80
11/01/2012 23:00:00,21.90,8.44,99.00,12.00,7.00,1.56,0.05,0.01,0.00,0.00,13.30
11/02/2012 02:00:00,22.10,8.35,101.00,14.90,7.34,1.75,0.05,0.02,0.00,0.00,14.40
11/02/2012 05:00:00,22.10,8.36,98.00,11.20,7.34,1.12,0.04,0.01,0.00,0.00,13.60
11/02/2012 08:00:00,21.70,8.39,99.00,15.10,6.89,1.13,0.05,0.01,0.00,0.00,13.10
11/02/2012 11:00:00,22.30,8.36,99.00,20.60,7.59,1.18,0.07,0.02,0.00,0.00,11.60
11/02/2012 14:00:00,22.70,8.41,100.00,22.10,8.10,1.80,0.06,0.02,0.00,0.00,11.80
11/02/2012 17:00:00,22.50,8.62,102.00,15.30,8.37,1.11,0.04,0.01,0.00,0.00,12.30
11/02/2012 20:00:00,22.30,8.61,100.00,12.90,7.92,0.69,0.04,0.01,0.00,0.00,12.50
11/02/2012 23:00:00,22.10,8.49,100.00,12.30,7.10,0.88,0.05,0.02,0.00,0.00,12.30
11/03/2012 02:00:00,22.20,8.35,100.00,14.00,7.41,1.10,0.05,0.02,0.00,0.00,12.70
11/03/2012 05:00:00,22.10,8.43,101.00,23.20,7.52,0.95,0.04,0.01,0.00,0.00,13.20
11/03/2012 08:00:00,22.10,8.39,100.00,13.30,7.30,0.97,0.05,0.02,0.00,0.00,11.80
11/03/2012 11:00:00,22.90,8.39,100.00,14.20,7.73,1.22,0.06,0.01,0.00,0.00,10.40
11/03/2012 14:00:00,23.10,8.40,99.00,16.20,8.26,1.42,0.06,0.02,0.00,0.00,9.90
11/03/2012 17:00:00,23.00,8.60,103.00,14.90,8.38,0.79,0.04,0.02,0.00,0.00,11.20
11/03/2012 20:00:00,22.70,8.57,102.00,17.80,8.18,,0.04,0.02,0.00,0.00,11.40
11/03/2012 23:00:00,22.60,8.46,101.00,13.30,7.36,0.93,0.06,0.02,0.00,0.00,11.60
11/04/2012 02:00:00,22.60,8.30,101.00,15.60,7.50,0.85,0.05,0.02,0.00,0.00,12.50
11/04/2012 05:00:00,22.50,8.37,102.00,12.90,7.70,0.88,0.04,0.01,0.00,0.00,13.70
11/04/2012 08:00:00,22.50,8.38,102.00,14.10,7.33,0.88,0.05,0.01,0.00,0.00,12.20
11/04/2012 11:00:00,23.10,8.31,101.00,22.30,8.11,2.48,0.07,0.02,0.00,0.00,11.20
11/04/2012 14:00:00,23.50,8.37,101.00,16.20,8.31,2.65,0.06,0.01,0.00,0.00,10.40
11/04/2012 17:00:00,23.20,8.59,104.00,15.80,8.63,2.65,0.05,0.03,0.00,0.00,11.80
11/04/2012 20:00:00,22.90,8.64,103.00,13.40,8.48,2.26,0.04,0.01,0.00,0.00,12.00
11/04/2012 23:00:00,22.50,8.50,101.00,14.50,7.67,2.15,0.05,0.02,0.00,0.00,12.70
11/05/2012 02:00:00,22.40,8.33,100.00,11.60,7.70,1.87,0.05,0.02,0.00,0.00,13.50
11/05/2012 05:00:00,22.20,8.37,102.00,12.50,7.97,2.23,0.04,0.02,0.00,0.00,14.30
11/05/2012 08:00:00,22.00,8.41,101.00,12.70,7.75,2.04,0.05,0.02,0.00,0.00,14.10
11/05/2012 11:00:00,22.40,8.38,100.00,13.50,8.24,2.10,0.06,0.01,0.00,0.00,13.00
11/05/2012 14:00:00,23.20,8.41,100.00,11.10,8.55,2.24,0.05,0.01,0.00,0.00,11.30
11/05/2012 17:00:00,22.80,8.54,102.00,18.10,8.92,2.46,0.05,0.01,0.00,0.00,12.80
11/05/2012 20:00:00,22.20,8.74,104.00,11.40,8.82,1.91,0.03,0.03,0.00,0.00,13.50
11/05/2012 23:00:00,22.00,8.68,102.00,10.60,8.38,1.87,0.04,0.03,0.00,0.00,13.70
11/06/2012 02:00:00,22.00,8.49,100.00,9.10,7.90,1.85,0.04,0.01,0.00,0.00,13.40
11/06/2012 05:00:00,21.90,8.43,104.00,14.10,8.21,2.18,0.05,0.03,0.00,0.00,14.60
11/06/2012 08:00:00,21.90,8.49,101.00,12.60,8.25,1.89,0.05,0.01,0.00,0.00,13.10
11/06/2012 11:00:00,22.50,8.54,100.00,15.80,8.52,2.13,0.05,0.01,0.00,0.00,12.60
11/06/2012 14:00:00,22.90,8.58,100.00,12.90,8.76,2.10,0.05,0.01,0.00,0.00,11.60
11/06/2012 17:00:00,22.60,8.61,101.00,17.70,8.94,2.50,0.05,0.02,0.00,0.00,12.70
11/06/2012 20:00:00,22.20,8.81,105.00,14.10,8.92,2.12,0.04,0.03,0.00,0.00,13.70
11/06/2012 23:00:00,22.20,8.78,102.00,12.50,8.56,1.75,0.04,0.01,0.00,0.00,13.00
11/07/2012 02:00:00,22.10,8.59,100.00,10.40,8.05,1.65,0.04,0.02,0.00,0.00,13.10
11/07/2012 05:00:00,22.00,8.43,102.00,12.80,8.25,1.96,0.04,0.02,0.00,0.00,13.90
11/07/2012 08:00:00,21.90,8.52,103.00,12.70,8.37,2.03,0.04,0.02,0.00,0.00,13.30
11/07/2012 11:00:00,22.20,8.59,101.00,20.60,8.63,1.94,0.04,0.01,0.00,0.00,12.70
11/07/2012 14:00:00,22.50,8.65,100.00,10.80,8.73,1.99,0.05,0.02,0.00,0.00,11.90
11/07/2012 17:00:00,22.30,8.54,100.00,11.60,8.61,2.20,0.05,0.01,0.00,0.00,13.00
11/07/2012 20:00:00,21.90,8.71,105.00,11.50,8.78,1.82,0.04,0.04,0.00,0.00,14.90
11/07/2012 23:00:00,21.90,8.68,102.00,10.20,8.43,1.63,0.04,0.02,0.00,0.00,13.50
11/08/2012 02:00:00,21.70,8.55,101.00,10.50,7.99,1.82,0.05,0.03,0.00,0.00,10.00
11/08/2012 05:00:00,21.70,8.37,100.00,9.70,7.74,1.74,0.04,0.03,0.00,0.00,12.80
11/08/2012 08:00:00,21.60,8.40,103.00,12.00,8.15,2.10,0.04,0.04,0.00,0.00,14.80
11/08/2012 11:00:00,21.70,8.51,101.00,15.80,8.00,2.15,0.05,0.01,0.00,0.00,17.10
11/08/2012 14:00:00,21.60,8.48,100.00,33.80,8.36,2.00,0.05,0.02,0.00,0.00,19.20
11/08/2012 17:00:00,21.70,8.41,100.00,11.70,7.89,1.88,0.05,0.01,0.00,0.00,20.70
11/08/2012 20:00:00,21.70,8.38,103.00,15.40,8.28,1.89,0.04,0.01,0.00,0.00,22.70
11/08/2012 23:00:00,21.70,8.54,102.00,8.80,8.07,1.38,0.03,0.04,0.00,0.00,24.80
11/09/2012 02:00:00,21.60,8.47,102.00,10.80,7.53,1.62,0.05,0.03,0.00,0.00,26.80
11/09/2012 05:00:00,21.60,8.29,100.00,24.80,7.18,1.65,0.06,0.04,0.00,0.00,28.40
11/09/2012 08:00:00,21.60,8.26,102.00,13.40,7.46,1.63,0.05,0.73,0.00,0.00,30.60
11/09/2012 11:00:00,21.80,8.36,103.00,14.30,7.82,2.07,0.05,0.31,0.00,0.00,31.70
11/09/2012 14:00:00,21.90,8.41,101.00,11.20,7.68,1.95,0.05,0.07,0.00,0.00,33.10
11/09/2012 17:00:00,22.00,8.31,101.00,10.30,7.27,2.19,0.06,0.05,0.00,0.00,34.60
11/09/2012 20:00:00,22.00,8.26,102.00,14.80,7.58,2.32,0.05,0.04,0.00,0.00,36.70
11/09/2012 23:00:00,21.90,8.35,105.00,12.20,7.83,1.87,0.04,0.05,0.00,0.00,38.60
11/10/2012 02:00:00,21.90,8.33,104.00,11.30,7.15,1.62,0.05,0.04,0.00,0.00,40.60
11/10/2012 05:00:00,22.00,8.21,101.00,12.70,6.59,1.86,0.06,0.05,0.00,0.00,42.00
11/10/2012 08:00:00,22.00,8.13,101.00,13.60,6.82,1.90,0.06,0.04,0.00,0.00,42.00
11/10/2012 11:00:00,22.40,8.18,105.00,14.60,7.68,2.24,0.05,0.04,0.00,0.00,39.60
11/10/2012 14:00:00,23.30,8.31,103.00,14.00,7.97,2.25,0.06,0.02,0.00,0.00,37.70
11/10/2012 17:00:00,22.50,8.36,102.00,14.20,7.30,2.26,0.06,0.04,0.00,0.00,42.50
11/10/2012 20:00:00,22.50,8.19,101.00,14.20,7.33,2.12,0.06,0.03,0.00,0.00,46.60
11/10/2012 23:00:00,22.40,8.18,106.00,16.20,7.77,1.98,0.05,0.04,0.00,0.00,49.60
11/11/2012 02:00:00,22.20,8.26,103.00,11.60,7.27,1.55,0.05,0.04,0.00,0.00,55.20
11/11/2012 05:00:00,21.90,8.17,103.00,18.60,6.68,1.66,0.07,0.07,0.00,0.00,60.20
11/11/2012 08:00:00,21.90,8.07,102.00,19.00,6.64,1.89,0.07,0.06,0.00,0.00,65.10
11/11/2012 11:00:00,22.00,8.11,105.00,19.70,7.55,2.22,0.06,0.05,0.00,0.00,63.80
11/11/2012 14:00:00,22.60,8.26,103.00,16.50,7.84,2.04,0.06,0.03,0.00,0.00,59.60
11/11/2012 17:00:00,22.20,8.28,103.00,15.20,6.93,1.68,0.07,0.06,0.00,0.00,66.00
11/11/2012 20:00:00,22.20,8.13,102.00,30.20,6.45,1.76,0.07,0.06,0.00,0.00,68.50
11/11/2012 23:00:00,22.10,8.09,105.00,17.50,7.36,1.95,0.05,0.05,0.00,0.00,71.70
11/12/2012 02:00:00,22.10,8.20,103.00,13.10,6.83,1.47,0.06,0.05,0.00,0.00,75.70
11/12/2012 05:00:00,22.10,8.11,102.00,15.60,6.51,1.58,0.08,0.09,0.00,0.00,80.00
11/12/2012 08:00:00,22.10,8.03,101.00,15.00,5.68,1.64,0.08,0.08,0.00,0.00,82.60
11/12/2012 11:00:00,22.10,7.99,102.00,16.50,6.36,1.97,0.07,0.06,0.00,0.00,15.20
11/12/2012 14:00:00,22.30,8.09,101.00,14.70,5.96,1.66,0.07,0.06,0.00,0.00,14.80
11/12/2012 17:00:00,22.10,8.04,102.00,36.90,5.32,1.42,0.08,0.07,0.00,0.00,15.10
11/12/2012 20:00:00,22.20,8.01,102.00,16.70,5.11,1.59,0.09,0.07,0.00,0.00,14.40
11/12/2012 23:00:00,22.10,8.01,102.00,15.70,5.22,1.79,0.09,0.07,0.00,0.00,14.70
11/13/2012 02:00:00,22.00,8.02,102.00,14.30,5.18,1.45,0.08,0.06,0.00,0.00,15.70
11/13/2012 05:00:00,21.70,8.02,103.00,12.50,4.71,1.81,0.08,0.06,0.00,0.00,15.90
11/13/2012 08:00:00,21.70,8.02,104.00,14.30,4.62,1.42,0.08,0.05,0.00,0.00,14.00
11/13/2012 11:00:00,22.20,8.07,103.00,15.20,5.57,1.96,0.09,0.04,0.00,0.00,13.60
11/13/2012 14:00:00,22.80,8.20,103.00,18.00,5.78,1.80,0.08,0.04,0.00,0.00,11.80
11/13/2012 17:00:00,22.80,8.26,105.00,14.70,5.10,1.55,0.08,0.04,0.00,0.00,11.70
11/13/2012 20:00:00,22.10,8.20,104.00,13.70,4.76,1.57,0.08,0.04,0.00,0.00,12.70
11/13/2012 23:00:00,22.10,8.15,104.00,17.20,5.02,1.84,0.08,0.04,0.00,0.00,13.60
11/14/2012 02:00:00,21.90,8.16,105.00,12.90,5.61,1.70,0.08,0.03,0.00,0.00,14.40
11/14/2012 05:00:00,21.50,8.19,104.00,10.50,4.96,1.77,0.08,0.04,0.00,0.00,15.40
11/14/2012 08:00:00,21.30,8.18,104.00,9.60,4.77,1.77,0.08,0.05,0.00,0.00,14.80
11/14/2012 11:00:00,22.00,6.24,104.00,15.90,5.60,1.65,0.08,0.03,0.00,0.00,13.20
11/14/2012 14:00:00,22.20,8.22,105.00,19.10,5.43,2.51,0.09,0.04,0.00,0.00,13.30
11/14/2012 17:00:00,22.20,8.28,105.00,17.20,5.74,1.66,0.07,0.03,0.00,0.00,13.50
11/14/2012 20:00:00,21.90,8.24,105.00,12.70,5.54,1.38,0.08,0.04,0.00,0.00,13.80
11/14/2012 23:00:00,22.10,8.19,104.00,13.90,5.46,1.63,0.08,0.04,0.00,0.00,14.50
11/15/2012 02:00:00,21.90,8.18,105.00,13.90,5.05,1.73,0.08,0.03,0.00,0.00,14.50
11/15/2012 05:00:00,21.90,8.22,104.00,14.90,5.33,1.78,0.08,0.04,0.00,0.00,14.60
11/15/2012 08:00:00,21.60,8.20,104.00,12.60,5.17,1.92,0.08,0.03,0.00,0.00,14.80
11/15/2012 11:00:00,21.80,8.31,104.00,12.90,4.80,2.21,0.08,0.08,0.00,0.00,14.20
11/15/2012 14:00:00,21.70,8.21,106.00,19.50,5.33,1.65,0.09,0.07,0.00,0.00,14.50
11/15/2012 17:00:00,21.80,8.23,105.00,15.80,5.14,1.46,0.07,0.05,0.00,0.00,14.00
