时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮,总氮,叶绿素,蓝绿藻
04/29/2015 21:00:00,22.00,6.46,48.00,16.30,9.44,2.29,0.07,0.11,1.07,43.38,13050.00
04/30/2015 00:00:00,20.60,6.47,48.00,18.50,9.45,1.79,,0.10,,46.20,13004.20
04/30/2015 03:00:00,20.40,6.51,41.00,67.20,9.44,1.56,0.05,0.10,1.11,43.84,12862.50
04/30/2015 06:00:00,19.90,6.59,35.00,21.00,9.40,1.66,0.05,0.10,0.67,55.71,13091.70
04/30/2015 09:00:00,23.10,6.86,37.00,18.50,9.32,1.48,0.05,0.10,0.83,47.47,13445.80
04/30/2015 12:00:00,27.80,6.97,45.00,18.20,9.28,1.48,0.07,0.10,1.02,42.38,13487.50
04/30/2015 15:00:00,28.70,6.88,53.00,16.90,9.41,1.74,0.08,0.11,1.19,36.21,13558.30
04/30/2015 18:00:00,25.80,6.75,49.00,15.60,9.31,0.92,0.07,0.11,1.07,2.28,1988.75
04/30/2015 21:00:00,23.90,6.71,44.00,15.90,9.38,2.00,0.06,0.11,0.59,2.17,2112.50
05/01/2015 00:00:00,22.80,6.68,46.00,18.80,9.58,1.59,,0.11,0.88,2.17,2400.00
05/01/2015 03:00:00,22.10,6.64,55.00,15.70,9.38,1.08,0.05,0.11,0.94,2.15,1917.50
05/01/2015 06:00:00,21.60,6.66,47.00,14.00,9.40,1.42,0.05,0.11,0.87,2.68,2042.92
05/01/2015 09:00:00,22.30,6.73,46.00,15.40,9.49,1.03,0.06,0.11,0.65,2.63,2077.92
05/01/2015 12:00:00,24.00,6.89,48.00,15.40,9.54,1.62,0.06,0.11,0.72,3.01,2179.17
05/01/2015 15:00:00,25.00,7.04,43.00,15.20,9.33,0.90,0.05,0.11,0.48,2.73,1797.08
05/01/2015 18:00:00,23.80,6.92,44.00,16.00,9.54,0.25,0.05,0.11,0.57,3.17,1917.92
05/01/2015 21:00:00,22.50,6.74,43.00,15.20,9.39,1.71,0.05,0.11,0.64,2.68,1731.67
05/02/2015 00:00:00,21.70,6.71,42.00,12.90,9.54,1.75,,0.11,1.04,2.58,1848.75
05/02/2015 03:00:00,21.50,6.66,40.00,18.60,9.54,0.96,0.04,0.11,0.65,2.34,1748.75
05/02/2015 06:00:00,21.30,6.62,41.00,18.40,9.38,0.86,0.04,0.11,0.52,2.50,2048.75
05/02/2015 09:00:00,23.30,6.68,41.00,13.80,9.31,1.16,0.03,0.11,0.72,3.06,1968.75
05/02/2015 12:00:00,27.30,6.83,42.00,20.30,9.49,1.17,0.03,0.11,0.51,2.75,1906.25
05/02/2015 15:00:00,26.90,6.72,42.00,19.20,9.44,0.94,0.03,0.11,0.64,2.74,3217.08
05/02/2015 18:00:00,24.60,6.58,42.00,26.50,9.60,1.05,0.02,0.11,0.71,2.61,12975.00
05/02/2015 21:00:00,23.20,6.56,40.00,20.60,9.39,1.36,0.02,0.11,0.44,2.46,2062.08
05/03/2015 00:00:00,22.70,6.56,40.00,18.90,9.34,1.22,0.02,0.10,0.56,2.61,2112.92
05/03/2015 03:00:00,22.50,6.55,42.00,21.30,9.37,1.13,0.02,0.11,0.94,2.66,2162.92
05/03/2015 06:00:00,22.40,6.55,41.00,20.90,9.53,1.09,0.02,0.10,0.78,2.57,2175.00
05/03/2015 09:00:00,24.50,6.65,41.00,14.40,9.44,0.93,0.02,0.11,0.50,2.54,2200.83
05/03/2015 12:00:00,27.70,6.81,43.00,19.00,9.38,1.23,0.02,0.11,0.62,2.89,2320.83
05/03/2015 15:00:00,29.10,6.82,43.00,22.60,9.33,1.11,0.02,0.11,0.91,2.85,2222.08
05/03/2015 18:00:00,26.70,6.61,42.00,19.30,9.55,0.25,0.02,0.11,0.85,2.92,1879.17
05/03/2015 21:00:00,23.50,6.53,44.00,15.60,9.30,1.55,0.02,0.11,0.61,8.07,2079.58
05/04/2015 00:00:00,22.50,6.53,43.00,27.10,9.32,1.46,0.02,0.11,0.69,2.81,2183.75
05/04/2015 03:00:00,22.20,6.55,42.00,23.30,9.59,0.94,0.02,0.11,0.88,7.98,2082.08
05/04/2015 06:00:00,22.50,6.56,43.00,19.30,9.39,0.72,0.02,0.11,0.79,3.76,2155.00
05/04/2015 09:00:00,23.30,6.60,46.00,14.70,9.42,0.86,0.02,0.11,0.71,3.66,2248.75
05/04/2015 12:00:00,21.90,6.60,52.00,22.00,9.54,1.14,0.02,0.11,2.47,8.85,12804.20
05/04/2015 15:00:00,21.90,6.66,51.00,21.70,9.61,0.83,0.02,0.12,1.06,3.08,12883.30
05/04/2015 18:00:00,21.00,6.61,51.00,15.00,9.37,0.25,0.01,0.12,0.90,3.02,12925.00
05/04/2015 21:00:00,19.70,6.57,48.00,16.30,9.53,1.70,0.02,0.12,0.85,2.96,12770.80
05/05/2015 00:00:00,19.10,6.58,53.00,18.30,9.47,2.08,0.01,0.12,2.17,3.28,12870.80
05/05/2015 03:00:00,20.80,6.60,83.00,96.00,9.39,3.35,0.01,0.14,0.89,9.93,2457.08
05/05/2015 06:00:00,19.70,6.60,50.00,36.30,10.40,3.62,0.01,0.13,0.90,2.69,13179.20
05/05/2015 09:00:00,19.10,6.41,64.00,46.00,9.78,2.42,0.09,0.18,1.22,2.40,2202.92
05/05/2015 12:00:00,20.10,6.70,46.00,30.00,9.50,5.03,0.01,0.15,0.86,3.89,13237.50
05/05/2015 15:00:00,20.80,6.60,83.00,96.00,9.39,3.35,0.01,0.14,0.89,9.93,2457.08
05/05/2015 18:00:00,19.70,6.60,50.00,36.30,10.40,3.62,0.01,0.13,0.90,2.69,13179.20
05/05/2015 21:00:00,19.10,6.41,64.00,46.00,9.78,2.42,0.09,0.18,1.22,2.40,2202.92
05/06/2015 00:00:00,18.90,6.42,78.00,20.20,8.36,2.09,0.09,0.13,1.61,2.35,2242.50
05/06/2015 03:00:00,18.90,6.45,94.00,18.10,8.19,1.58,0.09,0.13,1.94,2.43,2027.92
05/06/2015 06:00:00,18.80,6.48,103.00,18.30,7.46,1.58,0.10,0.13,2.22,2.24,2062.08
05/06/2015 09:00:00,22.90,6.54,105.00,15.20,8.98,1.46,0.11,0.12,2.22,3.62,1890.83
05/06/2015 12:00:00,22.30,6.63,116.00,16.30,8.94,1.65,0.11,0.12,2.38,3.62,1880.83
05/06/2015 15:00:00,22.90,6.57,109.00,14.30,8.72,1.43,0.11,0.12,2.31,3.62,1882.50
05/06/2015 18:00:00,23.50,7.38,,23.00,8.91,1.43,0.10,0.11,2.36,2.62,3534.17
05/06/2015 21:00:00,21.90,6.64,85.00,58.30,8.79,1.25,0.10,0.23,1.72,2.76,1710.42
05/07/2015 00:00:00,21.10,6.50,50.00,21.00,9.12,1.51,0.08,0.11,0.98,2.86,1707.08
05/07/2015 03:00:00,21.10,6.45,45.00,66.00,9.34,1.66,0.07,0.11,0.92,2.92,1628.33
05/07/2015 06:00:00,21.10,6.44,42.00,28.00,8.85,1.66,0.07,0.11,0.81,2.98,1680.00
05/07/2015 09:00:00,22.50,6.54,41.00,16.20,8.50,1.67,0.06,0.11,0.76,3.25,1648.75
05/07/2015 12:00:00,26.30,6.67,45.00,63.00,9.08,1.32,0.07,0.11,0.86,3.31,1710.42
05/07/2015 15:00:00,27.80,6.65,49.00,75.30,8.54,1.28,0.07,0.11,0.96,3.53,1721.67
05/07/2015 18:00:00,26.00,6.50,40.00,21.00,8.61,1.20,0.06,0.10,0.79,3.53,1615.42
05/07/2015 21:00:00,24.30,6.47,51.00,27.20,9.37,1.21,0.06,0.11,0.84,3.35,1588.75
05/08/2015 00:00:00,22.30,6.41,47.00,49.10,8.42,0.95,0.06,0.12,0.80,3.64,1661.25
05/08/2015 03:00:00,21.70,6.38,44.00,26.50,9.22,0.99,0.06,0.11,0.91,3.64,1672.50
05/08/2015 06:00:00,20.90,6.45,48.00,24.00,9.28,1.07,0.06,0.12,0.83,3.81,1752.92
05/08/2015 09:00:00,20.70,6.50,44.00,12.90,8.85,1.29,0.05,0.11,0.86,3.94,1614.58
05/08/2015 12:00:00,21.50,6.59,46.00,21.60,9.26,1.16,0.05,0.12,0.86,4.13,1674.58
05/08/2015 15:00:00,24.40,6.74,45.00,27.40,8.49,1.16,0.05,0.11,0.85,4.00,1785.83
05/08/2015 18:00:00,23.60,6.57,43.00,31.00,9.24,0.98,0.05,0.11,0.64,4.38,1672.08
05/08/2015 21:00:00,22.60,6.49,40.00,27.50,8.50,1.31,0.05,0.11,0.75,4.25,1657.08
05/09/2015 00:00:00,22.10,6.47,42.00,26.90,8.88,1.09,0.05,0.11,0.74,4.39,1656.67
05/09/2015 03:00:00,21.60,6.48,39.00,23.40,9.08,1.20,0.04,0.10,0.61,4.76,1606.25
05/09/2015 06:00:00,21.60,6.44,37.00,48.80,9.20,3.68,0.13,0.11,0.13,4.82,1916.67
05/09/2015 09:00:00,23.50,6.51,43.00,88.60,9.40,4.84,0.17,0.12,0.17,5.06,2039.17
05/09/2015 12:00:00,25.70,6.58,40.00,100.60,8.65,4.90,0.17,0.11,0.24,4.77,1993.75
05/09/2015 15:00:00,26.40,6.50,41.00,72.10,9.28,4.11,0.13,0.10,0.61,5.35,1976.67
05/09/2015 18:00:00,25.10,6.39,35.00,52.70,8.71,3.53,0.12,0.10,0.56,5.25,1837.50
05/09/2015 21:00:00,23.10,6.38,38.00,41.10,8.72,2.79,0.10,0.11,0.76,5.49,1758.75
05/10/2015 00:00:00,22.30,6.41,43.00,45.70,9.38,2.16,0.09,0.12,0.95,6.59,1815.42
05/10/2015 03:00:00,21.90,6.44,39.00,33.70,8.56,2.40,0.08,0.11,0.87,5.41,1803.33
05/10/2015 06:00:00,21.60,6.43,35.00,30.30,9.00,2.40,0.07,0.11,0.94,6.07,1732.08
05/10/2015 09:00:00,22.20,6.59,39.00,33.10,9.10,1.81,0.07,0.11,0.95,5.61,1757.50
05/10/2015 12:00:00,23.70,6.76,41.00,23.80,8.47,1.77,0.07,0.11,0.91,5.94,1862.50
05/10/2015 15:00:00,24.70,6.82,42.00,35.20,8.48,2.02,0.07,0.12,0.94,5.40,1822.92
05/10/2015 18:00:00,23.20,6.63,40.00,26.90,9.35,1.69,0.07,0.11,0.94,5.72,1892.08
05/10/2015 21:00:00,22.50,6.56,41.00,21.20,9.20,1.08,0.06,0.11,1.06,5.74,1825.42
05/11/2015 00:00:00,22.00,6.52,39.00,19.00,8.42,0.92,0.06,0.10,0.98,32.41,1716.67
05/11/2015 03:00:00,21.70,6.51,38.00,29.90,9.29,0.98,0.06,0.10,0.90,32.02,1756.25
05/11/2015 06:00:00,21.50,6.52,38.00,16.10,9.38,1.17,0.06,0.11,1.12,32.23,1857.50
05/11/2015 09:00:00,22.10,6.60,40.00,16.20,8.63,0.92,0.06,0.11,0.97,32.65,1820.00
05/11/2015 12:00:00,25.00,6.77,42.00,50.20,8.80,0.86,0.06,0.10,1.07,33.31,1879.58
05/11/2015 15:00:00,26.50,6.79,39.00,20.80,8.54,1.01,0.07,0.10,0.78,32.60,1895.42
05/11/2015 18:00:00,22.30,6.46,41.00,26.30,9.23,1.64,0.07,0.12,0.91,5.45,1989.08
05/11/2015 21:00:00,22.80,6.50,33.00,681.40,9.14,1.99,0.09,0.10,0.61,7.62,1872.50
05/12/2015 00:00:00,21.70,6.52,41.00,39.40,9.07,4.79,0.09,0.11,0.81,6.65,2154.58
05/12/2015 03:00:00,20.70,6.51,37.00,47.00,8.72,4.00,0.09,0.11,0.64,6.56,2075.83
05/12/2015 06:00:00,19.30,6.59,35.00,30.40,9.32,2.94,0.07,0.11,0.73,5.35,1710.00
05/12/2015 09:00:00,22.00,6.48,,22.80,9.18,1.13,0.08,0.11,1.99,38.07,1742.08
05/12/2015 12:00:00,24.60,6.82,,29.30,9.12,1.35,0.08,0.11,2.11,36.27,1850.42
05/12/2015 15:00:00,25.30,6.76,82.00,35.90,8.81,1.02,0.09,0.12,2.11,39.96,2074.58
05/12/2015 18:00:00,23.10,6.70,84.00,74.00,9.07,1.03,0.10,0.11,2.11,6.67,4148.33
05/12/2015 21:00:00,20.10,6.66,83.00,64.60,8.64,1.07,0.09,0.11,2.06,7.59,1755.42
05/13/2015 00:00:00,18.80,6.58,79.00,119.50,9.10,0.70,0.09,0.12,2.17,9.67,1861.67
05/13/2015 03:00:00,18.10,6.54,75.00,25.60,9.11,1.06,0.09,0.12,1.98,9.67,1855.00
05/13/2015 06:00:00,18.10,6.55,74.00,33.80,8.71,0.88,0.09,0.12,2.00,11.53,1745.83
05/13/2015 09:00:00,21.50,6.71,76.00,19.60,8.59,0.82,0.09,0.12,1.87,12.52,1727.92
05/13/2015 12:00:00,26.10,6.83,80.00,56.20,9.28,0.87,0.09,0.12,2.00,11.35,1711.25
05/13/2015 15:00:00,27.60,6.76,83.00,63.00,8.88,0.95,0.09,0.13,2.24,10.98,1806.25
05/13/2015 18:00:00,24.20,6.59,82.00,22.40,8.43,0.25,0.09,0.12,2.22,9.84,1764.17
05/13/2015 21:00:00,22.30,6.58,81.00,27.10,9.21,1.01,0.09,0.12,2.20,10.83,1798.75
05/14/2015 00:00:00,21.70,6.62,83.00,73.70,8.53,0.95,0.09,0.12,2.29,9.39,1952.08
05/14/2015 03:00:00,21.40,6.50,79.00,76.40,9.17,1.08,0.09,0.12,1.92,9.23,1939.17
05/14/2015 06:00:00,21.40,6.65,82.00,44.20,8.84,0.62,0.08,0.11,1.65,11.56,1690.83
05/14/2015 09:00:00,23.90,6.68,76.00,20.40,9.25,0.71,0.09,0.11,1.55,14.51,1828.33
05/14/2015 12:00:00,28.40,6.83,77.00,23.70,8.90,0.59,0.09,0.11,1.58,12.87,1708.33
05/14/2015 15:00:00,28.60,6.74,81.00,35.80,8.91,0.84,0.08,0.11,1.62,17.81,1802.08
05/14/2015 18:00:00,26.70,6.68,80.00,60.50,9.06,0.86,0.08,0.10,1.50,13.90,1690.00
05/14/2015 21:00:00,24.50,6.77,89.00,30.40,8.58,1.06,0.07,0.10,1.46,10.19,1831.67
05/15/2015 00:00:00,23.40,6.74,83.00,82.90,8.81,0.88,0.06,0.10,1.44,13.44,1703.33
05/15/2015 03:00:00,23.00,6.81,86.00,63.00,8.82,1.01,0.06,0.10,1.46,17.78,1800.42
05/15/2015 06:00:00,22.90,6.73,82.00,61.60,8.89,0.86,0.06,0.10,1.55,15.65,1660.00
05/15/2015 09:00:00,26.10,6.78,75.00,32.40,9.13,0.95,0.07,0.11,1.58,16.79,1949.58
05/15/2015 12:00:00,29.90,6.93,75.00,25.20,8.97,0.88,0.09,0.11,1.60,15.61,2209.58
05/15/2015 15:00:00,30.60,6.88,79.00,86.40,8.54,0.87,0.08,0.10,1.68,9.45,2502.08
05/15/2015 18:00:00,30.70,6.82,72.00,36.50,9.01,0.83,0.07,0.10,1.60,8.89,2154.58
05/15/2015 21:00:00,30.20,6.84,44.00,43.00,9.00,1.07,0.07,0.10,1.50,9.99,2028.75
05/16/2015 00:00:00,24.90,6.92,87.00,34.80,8.64,1.13,0.05,0.10,2.34,9.57,2267.92
05/16/2015 03:00:00,24.80,6.73,83.00,42.40,8.43,0.61,0.04,0.11,4.45,14.34,1808.75
05/16/2015 06:00:00,28.00,6.62,64.00,39.00,9.18,0.25,0.05,0.11,4.82,12.10,1953.33
05/16/2015 09:00:00,26.40,6.72,78.00,36.30,8.84,0.25,0.04,0.10,4.72,12.24,1804.17
05/16/2015 12:00:00,27.40,6.74,73.00,28.20,9.06,0.25,0.05,0.11,4.63,13.53,1827.50
05/16/2015 15:00:00,27.50,6.86,79.00,37.60,9.31,0.25,0.04,0.10,4.90,12.14,2104.17
05/16/2015 18:00:00,26.00,6.81,77.00,38.80,8.64,0.25,0.04,0.11,4.66,12.19,1895.42
05/16/2015 21:00:00,25.10,6.66,76.00,131.70,9.09,0.71,0.04,0.11,4.47,18.88,2204.58
05/17/2015 00:00:00,24.60,6.77,90.00,24.50,9.27,1.38,0.04,0.11,4.66,14.02,1851.25
05/17/2015 03:00:00,24.20,6.74,86.00,92.40,8.46,0.95,0.05,0.12,4.39,15.82,1860.00
05/17/2015 06:00:00,26.60,6.60,14.00,37.10,8.73,0.25,0.07,0.13,4.68,12.71,1822.08
05/17/2015 09:00:00,26.70,6.68,71.00,57.50,8.87,0.56,0.07,0.12,4.82,13.04,2179.58
05/17/2015 12:00:00,29.40,6.75,75.00,43.10,8.73,0.25,0.06,0.11,4.39,11.44,2477.08
05/17/2015 15:00:00,29.50,6.75,78.00,42.50,8.67,0.25,0.06,0.11,4.82,16.52,1805.42
05/17/2015 18:00:00,31.60,6.89,,36.40,8.90,0.81,0.05,0.11,4.47,10.28,1834.58
05/17/2015 21:00:00,25.00,6.67,77.00,56.50,8.81,0.25,0.06,0.12,4.64,12.00,1916.67
05/18/2015 00:00:00,24.60,6.55,73.00,61.70,8.46,0.25,0.07,0.11,4.65,15.28,1748.75
05/18/2015 03:00:00,24.10,6.54,72.00,25.10,8.79,0.25,0.07,0.11,4.67,15.99,1725.00
05/18/2015 06:00:00,24.10,6.54,72.00,56.80,9.32,0.25,0.08,0.12,4.38,18.64,1776.67
05/18/2015 09:00:00,25.80,6.61,74.00,17.60,9.32,0.25,0.07,0.11,4.32,16.39,1838.33
05/18/2015 12:00:00,26.40,6.62,73.00,14.90,9.36,0.25,0.07,0.12,4.66,17.05,1737.92
05/18/2015 15:00:00,26.40,6.59,70.00,76.90,9.15,0.25,0.06,0.18,1.21,22.89,1496.25
05/18/2015 18:00:00,25.90,6.57,65.00,76.70,8.91,1.90,0.09,0.11,0.94,19.66,1760.83
05/18/2015 21:00:00,24.90,6.57,42.00,24.10,8.75,1.25,0.06,0.10,0.12,12.58,1587.08
05/19/2015 00:00:00,24.60,6.55,41.00,52.50,9.10,1.05,0.05,0.10,0.14,17.13,1632.92
05/19/2015 03:00:00,24.30,6.56,40.00,18.10,9.39,0.89,0.05,0.10,0.22,43.21,1596.67
05/19/2015 06:00:00,24.20,6.55,41.00,106.30,8.55,1.22,0.05,0.10,0.21,42.28,1679.58
05/19/2015 12:00:00,24.30,6.65,53.00,14.80,8.96,2.23,0.07,0.12,0.66,37.05,2137.92
05/19/2015 15:00:00,24.10,6.64,28.00,37.80,7.26,7.92,0.12,0.11,0.03,4.50,1960.42
05/19/2015 18:00:00,24.10,6.48,24.00,108.90,7.06,9.21,0.27,0.10,0.03,3.11,2199.17
05/19/2015 21:00:00,23.80,6.30,32.00,50.30,7.11,5.93,0.14,0.10,0.24,2.55,1959.58
05/20/2015 00:00:00,23.70,6.29,33.00,30.60,7.03,3.91,0.10,0.10,0.62,2.74,1897.50
05/20/2015 03:00:00,23.60,6.30,42.00,19.50,7.37,2.33,0.09,0.10,0.93,3.05,1758.75
05/20/2015 06:00:00,23.60,6.42,59.00,15.40,7.40,1.60,0.10,0.10,1.22,2.37,1752.50
05/20/2015 09:00:00,25.00,6.50,60.00,19.40,8.67,1.67,0.12,0.10,1.16,2.42,1814.58
05/20/2015 12:00:00,26.30,6.57,66.00,23.60,8.78,1.61,0.13,0.10,1.29,2.46,1834.58
05/20/2015 15:00:00,26.00,6.52,58.00,23.90,8.81,2.02,0.13,0.10,1.03,4.18,1910.83
05/20/2015 18:00:00,24.40,6.45,35.00,29.70,8.65,2.31,0.12,0.10,0.40,2.78,2036.67
05/20/2015 21:00:00,22.90,6.50,26.00,28.80,8.67,2.39,0.11,0.10,0.17,3.38,1841.25
05/21/2015 00:00:00,21.90,6.49,25.00,31.90,8.51,2.27,0.12,0.10,0.12,2.77,1980.42
05/21/2015 03:00:00,20.10,6.52,25.00,35.00,8.89,2.44,0.13,0.10,,3.09,1947.92
05/21/2015 06:00:00,18.90,6.55,24.00,31.80,8.58,2.46,0.11,0.09,,3.68,1854.58
05/21/2015 09:00:00,18.70,6.67,23.00,45.80,8.70,3.40,0.14,0.10,,3.25,1995.83
05/21/2015 12:00:00,18.40,6.84,22.00,50.60,8.52,4.13,0.15,0.10,,2.76,2346.25
05/21/2015 15:00:00,18.70,6.88,22.00,53.00,8.85,5.00,0.16,0.10,,2.69,2136.25
05/21/2015 18:00:00,18.50,6.71,24.00,68.40,8.69,6.06,0.20,0.10,,3.36,2185.42
05/21/2015 21:00:00,18.20,6.47,34.00,73.90,8.78,5.25,0.21,0.10,,4.17,2133.75
05/22/2015 00:00:00,17.90,6.45,27.00,71.30,8.91,4.95,0.20,0.10,,3.44,2225.83
05/22/2015 03:00:00,18.00,6.40,56.00,105.30,8.85,2.94,0.27,0.10,,3.00,2355.83
05/22/2015 06:00:00,18.00,6.42,61.00,115.10,8.77,2.30,0.30,0.10,,3.22,2435.83
05/22/2015 09:00:00,19.30,6.53,65.00,123.40,8.77,2.69,0.34,0.10,,3.18,2537.92
05/22/2015 12:00:00,20.70,6.66,63.00,118.50,8.84,2.32,0.35,0.10,,3.09,2585.42
05/22/2015 15:00:00,21.50,6.67,70.00,127.70,8.71,2.07,0.37,0.10,,3.63,13200.00
05/22/2015 18:00:00,20.50,6.65,67.00,124.70,8.68,3.99,0.35,0.10,,3.63,19800.00
05/22/2015 21:00:00,20.90,6.51,64.00,271.30,8.84,1.92,0.30,0.10,,,2890.42
05/23/2015 00:00:00,20.70,6.47,65.00,159.50,8.47,1.88,0.33,0.10,,,2750.00
05/23/2015 03:00:00,20.50,6.45,60.00,149.30,8.69,1.97,0.30,0.09,,,2386.25
05/23/2015 06:00:00,20.50,6.44,61.00,161.00,8.45,2.04,0.32,0.08,,1.95,2391.67
05/23/2015 09:00:00,20.90,6.47,61.00,142.30,8.78,1.72,0.30,0.10,,2.04,2433.75
05/23/2015 12:00:00,21.80,6.59,60.00,140.70,8.69,1.97,0.29,0.10,,2.05,2376.67
05/23/2015 15:00:00,22.20,6.59,58.00,114.70,8.85,1.61,0.25,0.09,,1.94,2246.25
05/23/2015 18:00:00,22.00,6.53,59.00,116.30,8.47,2.16,0.26,0.10,,1.92,2326.67
05/23/2015 21:00:00,21.70,6.47,55.00,114.00,8.60,2.21,0.25,0.10,,1.90,2198.75
05/24/2015 00:00:00,21.60,6.45,57.00,118.60,8.62,1.66,0.24,0.10,,1.87,2200.83
05/24/2015 03:00:00,21.50,6.41,54.00,128.60,8.69,2.14,0.26,0.10,,1.90,2285.42
05/24/2015 06:00:00,21.50,6.41,57.00,140.50,8.84,1.96,0.29,0.09,,1.91,2346.67
05/24/2015 09:00:00,22.70,6.48,52.00,129.40,8.66,2.15,0.27,0.10,,2.01,2314.58
05/24/2015 12:00:00,23.80,6.54,50.00,120.00,8.77,2.07,0.26,0.10,,1.93,2282.50
05/24/2015 15:00:00,24.30,6.57,50.00,128.30,8.79,2.00,0.25,0.09,,1.93,2249.58
05/24/2015 18:00:00,23.70,6.49,50.00,131.00,8.50,1.74,0.28,0.10,,1.90,2219.17
05/24/2015 21:00:00,22.90,6.43,52.00,120.80,8.85,1.92,0.25,0.10,,1.84,2197.92
05/25/2015 00:00:00,22.50,6.43,47.00,106.20,8.72,1.80,0.22,0.10,,1.82,2111.67
05/25/2015 03:00:00,22.00,6.43,45.00,111.30,8.47,1.79,0.22,0.10,,1.83,2095.83
05/25/2015 06:00:00,21.60,6.43,47.00,114.50,8.83,1.76,0.22,0.09,,1.90,2107.50
05/25/2015 09:00:00,21.70,6.44,45.00,113.90,8.81,1.78,0.22,0.09,,1.86,2533.50
05/25/2015 12:00:00,23.90,6.65,54.00,148.40,8.71,1.63,0.23,0.10,,1.96,2419.58
05/25/2015 15:00:00,24.20,6.67,58.00,179.10,8.57,1.90,0.26,0.11,,1.98,3297.92
05/25/2015 18:00:00,23.60,6.61,49.00,145.00,8.83,1.89,0.19,0.10,,1.91,2732.92
05/25/2015 21:00:00,23.00,6.55,39.00,108.70,8.47,1.82,0.14,0.10,,1.90,2235.42
05/26/2015 00:00:00,22.70,6.54,53.00,135.50,8.47,1.68,0.16,0.10,0.12,1.83,2180.00
05/26/2015 03:00:00,22.40,6.54,55.00,143.10,8.88,1.76,0.19,0.10,,1.85,2480.00
05/26/2015 06:00:00,21.60,6.51,55.00,166.80,8.44,1.60,0.21,0.10,,1.97,2637.08
05/26/2015 09:00:00,22.70,6.56,55.00,154.00,8.48,1.29,0.24,0.10,,2.30,14083.30
05/26/2015 12:00:00,23.00,6.67,46.00,116.40,8.49,2.32,0.15,0.10,,1.99,12941.70
05/26/2015 15:00:00,23.80,6.67,57.00,120.70,8.52,1.76,0.19,0.10,,2.05,13175.00
05/26/2015 18:00:00,22.90,6.56,56.00,118.90,8.66,1.61,0.23,0.10,,1.92,13633.30
05/26/2015 21:00:00,22.60,6.57,41.00,77.80,8.63,2.33,0.13,0.10,,1.86,2445.83
05/27/2015 00:00:00,22.30,6.61,56.00,125.90,8.48,1.81,0.16,0.08,0.09,2.03,2131.67
05/27/2015 03:00:00,22.10,6.55,60.00,121.10,8.60,1.46,0.20,0.10,0.21,2.15,2648.75
05/27/2015 06:00:00,22.10,6.51,58.00,122.80,8.54,1.59,0.20,0.09,0.26,1.92,3042.08
05/27/2015 09:00:00,22.50,6.55,59.00,109.40,8.50,1.62,0.22,0.08,0.24,2.01,3407.50
05/27/2015 12:00:00,23.80,6.62,60.00,121.20,8.92,1.43,0.21,0.09,0.35,2.10,3239.58
05/27/2015 15:00:00,25.00,6.65,62.00,97.40,8.85,1.58,0.21,0.09,0.32,2.05,2755.83
05/27/2015 18:00:00,24.50,6.57,62.00,111.00,8.74,1.68,0.21,0.10,0.28,2.68,2818.33
05/27/2015 21:00:00,23.70,6.53,55.00,81.90,8.64,1.94,0.17,0.10,0.31,2.14,3189.58
05/28/2015 00:00:00,23.40,6.48,52.00,94.90,8.78,2.08,0.14,0.10,0.23,2.36,2215.00
05/28/2015 03:00:00,23.50,6.44,54.00,64.90,8.79,1.91,0.14,0.08,0.24,2.15,2515.83
05/28/2015 06:00:00,23.60,6.43,53.00,66.30,8.81,1.82,0.13,0.10,0.30,2.40,2812.92
05/28/2015 09:00:00,25.10,6.52,51.00,59.90,8.54,1.65,0.12,0.09,0.14,2.55,2683.33
05/28/2015 12:00:00,28.30,6.66,49.00,58.20,8.81,1.72,0.12,0.10,,2.95,2745.42
05/28/2015 15:00:00,28.50,6.70,47.00,48.40,8.62,1.81,0.13,0.09,,4.16,2768.75
05/28/2015 18:00:00,27.40,6.61,51.00,48.00,8.54,1.84,0.12,0.10,0.09,2.72,3482.92
05/28/2015 21:00:00,25.70,6.52,53.00,47.60,8.59,1.50,0.10,0.09,0.17,3.48,3458.75
05/29/2015 00:00:00,24.60,6.49,54.00,51.40,8.76,1.29,0.10,0.10,0.21,2.94,2977.08
05/29/2015 03:00:00,24.00,6.46,57.00,59.30,8.81,1.29,0.11,0.13,0.25,3.28,13770.80
05/29/2015 06:00:00,24.10,6.46,56.00,63.10,8.61,1.25,0.12,0.08,0.33,3.27,3472.08
05/29/2015 09:00:00,26.50,6.55,54.00,61.80,8.70,1.19,0.12,0.10,0.19,3.71,3225.00
05/29/2015 12:00:00,30.20,6.64,56.00,60.90,8.70,1.42,0.14,0.09,0.15,4.09,2759.17
05/29/2015 15:00:00,31.00,6.67,58.00,53.00,8.75,1.42,0.14,0.10,0.24,5.88,3336.25
05/29/2015 18:00:00,28.80,6.60,55.00,46.90,8.92,1.41,0.11,0.10,,5.78,3389.17
05/29/2015 21:00:00,26.70,6.51,56.00,54.60,8.45,1.17,0.10,0.10,0.15,4.54,3546.25
05/30/2015 00:00:00,26.00,6.48,57.00,59.20,8.77,1.22,0.11,0.08,0.11,4.21,3687.92
05/30/2015 03:00:00,25.60,6.45,59.00,61.30,8.84,0.82,0.12,0.09,0.23,4.26,4999.17
05/30/2015 06:00:00,25.60,6.45,59.00,62.40,8.83,0.83,0.13,0.10,0.31,4.05,4266.25
