时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮,总氮,叶绿素,蓝绿藻
01/22/2014 12:00:00,14.10,6.86,132.00,47.40,5.07,1.86,0.10,0.30,1.98,0.77,741.27
01/22/2014 15:00:00,14.60,6.88,132.00,73.60,,1.75,0.10,0.29,1.91,0.74,672.54
01/22/2014 18:00:00,11.80,6.86,133.00,69.10,,,0.10,0.31,2.03,0.68,628.24
01/22/2014 21:00:00,10.20,6.83,131.00,57.00,5.40,1.29,0.10,0.31,2.09,0.82,677.10
01/23/2014 00:00:00,10.00,6.84,131.00,207.20,5.64,1.74,0.09,0.36,1.91,0.82,793.62
01/23/2014 03:00:00,10.00,6.82,131.00,15.50,5.69,1.65,0.09,0.37,2.13,0.71,744.49
01/23/2014 06:00:00,9.10,6.81,130.00,110.40,5.60,1.68,0.09,0.40,1.93,0.66,827.99
01/23/2014 09:00:00,10.80,6.88,130.00,238.30,5.74,1.68,0.10,0.39,1.95,0.76,1020.48
01/23/2014 12:00:00,14.10,6.89,132.00,238.50,,2.31,0.09,0.38,2.05,0.60,861.81
01/23/2014 15:00:00,15.20,6.87,132.00,124.80,,1.78,0.11,0.40,1.97,0.64,634.41
01/23/2014 18:00:00,12.40,6.80,132.00,238.50,,1.24,0.11,0.41,1.97,0.69,640.59
01/23/2014 21:00:00,11.00,6.78,131.00,145.00,,1.16,0.10,0.41,2.20,0.94,670.12
01/24/2014 00:00:00,10.60,6.78,130.00,37.10,,1.74,0.10,0.42,2.17,0.61,737.51
01/24/2014 03:00:00,10.00,6.76,131.00,155.80,,1.99,0.10,0.43,2.17,0.60,754.96
01/24/2014 06:00:00,9.70,6.76,128.00,228.10,,1.47,0.09,0.50,1.98,0.64,705.83
01/24/2014 09:00:00,11.30,6.82,129.00,35.90,,1.80,0.10,0.42,2.14,0.67,781.27
01/24/2014 12:00:00,15.20,6.86,131.00,103.90,,1.84,0.10,0.39,2.10,0.79,723.82
01/24/2014 15:00:00,16.40,6.84,132.00,52.90,,1.61,0.11,0.39,1.88,0.55,648.91
01/24/2014 21:00:00,11.90,6.64,130.00,45.00,,1.61,0.11,0.41,2.12,0.62,997.66
01/25/2014 00:00:00,11.40,6.71,130.00,130.90,,1.91,0.11,0.41,1.91,0.62,897.52
01/25/2014 03:00:00,11.10,6.72,130.00,202.00,,1.94,0.12,0.39,2.19,0.70,740.19
01/25/2014 06:00:00,11.30,6.74,130.00,75.30,,1.97,0.12,0.34,0.60,0.72,643.81
01/25/2014 09:00:00,12.10,6.78,129.00,127.20,,1.88,0.12,0.31,2.25,0.74,896.18
01/25/2014 12:00:00,13.80,6.86,131.00,143.50,,2.14,0.12,0.28,2.11,0.63,875.78
01/25/2014 15:00:00,13.80,6.82,130.00,220.00,,1.98,0.11,0.28,2.15,0.79,1030.69
01/25/2014 18:00:00,13.30,6.75,131.00,132.60,,1.51,0.11,0.32,2.15,0.66,767.85
01/25/2014 21:00:00,12.10,6.70,130.00,236.40,,1.96,0.11,0.34,2.12,0.74,654.55
01/26/2014 00:00:00,12.10,6.69,130.00,88.70,,1.77,0.12,0.33,2.23,0.69,926.52
01/26/2014 03:00:00,12.30,6.69,130.00,90.90,,2.16,0.10,0.33,2.16,0.71,599.51
01/26/2014 06:00:00,12.30,6.67,130.00,45.30,,1.96,0.11,0.39,2.16,0.69,803.82
01/26/2014 09:00:00,12.40,6.69,129.00,25.10,,1.93,0.11,0.44,2.16,0.63,774.02
01/26/2014 12:00:00,12.90,6.73,128.00,139.30,,1.79,0.11,0.50,2.19,0.72,846.78
01/26/2014 15:00:00,13.30,6.76,128.00,148.30,,2.31,0.11,0.52,2.19,0.70,932.96
01/26/2014 18:00:00,12.60,6.71,128.00,77.10,,3.21,0.11,0.59,2.19,0.63,916.32
01/26/2014 21:00:00,12.10,6.66,128.00,207.10,,1.50,0.11,0.71,2.19,0.51,795.50
01/27/2014 00:00:00,12.00,6.64,128.00,128.20,,1.62,0.11,0.73,3.68,0.50,748.52
01/27/2014 03:00:00,11.30,6.63,128.00,81.50,,1.43,0.12,0.67,1.44,0.52,960.88
01/27/2014 06:00:00,10.50,6.66,128.00,41.70,,1.98,0.11,0.64,2.15,0.47,726.77
01/27/2014 09:00:00,12.20,6.73,128.00,178.60,,1.79,0.12,0.44,3.40,0.51,738.31
01/27/2014 12:00:00,16.00,6.82,131.00,110.70,,1.85,0.11,0.33,0.26,0.57,715.49
01/27/2014 15:00:00,17.00,6.86,132.00,169.30,,2.43,0.13,0.29,2.05,0.64,794.70
01/27/2014 18:00:00,14.10,6.73,131.00,90.20,,1.24,0.12,0.29,2.12,0.65,1164.39
01/27/2014 21:00:00,12.60,6.68,130.00,161.70,,1.25,0.12,0.32,2.21,0.63,924.64
01/28/2014 00:00:00,11.70,6.68,129.00,49.50,,1.74,0.12,0.30,2.21,0.56,870.41
01/28/2014 03:00:00,11.20,6.69,130.00,98.70,,1.74,0.12,0.27,2.21,0.61,1142.64
01/28/2014 06:00:00,10.80,6.70,130.00,75.30,,1.72,0.11,0.28,2.08,0.65,737.78
01/28/2014 09:00:00,12.20,6.74,130.00,134.40,,1.69,0.11,0.25,2.29,0.50,931.35
01/28/2014 12:00:00,17.00,6.83,131.00,31.70,,2.43,0.12,0.21,2.17,0.62,877.92
01/28/2014 14:00:00,17.60,6.82,131.00,9.50,,1.81,0.12,0.23,2.17,0.51,1074.45
01/28/2014 16:00:00,16.50,6.78,132.00,10.60,,2.33,0.13,,2.11,0.59,702.88
01/28/2014 18:00:00,14.70,6.76,131.00,76.20,,2.26,0.13,0.98,0.03,0.68,961.42
01/28/2014 20:00:00,13.70,6.76,131.00,15.50,,2.78,0.12,0.94,2.12,0.56,670.93
01/28/2014 22:00:00,13.20,6.75,130.00,91.50,,,0.13,0.94,2.26,0.62,721.13
01/29/2014 00:00:00,12.90,6.77,131.00,17.80,,2.09,0.12,,0.03,0.60,690.26
01/29/2014 02:00:00,13.00,6.78,130.00,6.80,,1.90,0.12,0.03,0.03,0.54,747.71
01/29/2014 04:00:00,12.70,6.75,131.00,40.90,,2.24,0.12,0.24,0.03,0.54,818.32
01/29/2014 06:00:00,12.30,6.76,130.00,7.20,,2.28,0.12,0.24,0.03,0.56,663.95
01/29/2014 08:00:00,12.90,6.75,131.00,6.30,,1.96,0.13,0.26,1.97,0.55,774.02
01/29/2014 10:00:00,14.60,6.80,130.00,39.00,,2.23,0.12,0.20,2.21,0.57,678.44
01/29/2014 12:00:00,17.20,6.86,131.00,7.00,,2.16,0.13,0.22,2.10,0.60,894.84
01/29/2014 14:00:00,18.00,6.78,132.00,9.70,,2.32,0.13,0.22,2.10,0.55,811.88
01/29/2014 16:00:00,17.30,6.65,132.00,39.30,,2.02,0.12,0.20,2.00,4.46,632.53
01/29/2014 18:00:00,15.70,6.63,131.00,10.80,,1.29,0.12,0.19,2.23,4.40,1097.81
01/29/2014 20:00:00,14.60,6.64,131.00,21.90,,1.00,0.13,0.03,2.06,4.31,569.98
01/29/2014 22:00:00,13.80,6.62,130.00,35.30,,2.01,0.13,0.03,2.24,4.39,792.55
01/30/2014 00:00:00,13.30,6.62,131.00,38.30,,1.91,0.13,0.03,2.24,4.31,647.30
01/30/2014 02:00:00,12.90,6.67,131.00,13.70,,1.98,0.12,0.25,2.19,4.46,696.16
01/30/2014 04:00:00,12.90,6.71,131.00,12.70,,2.10,0.13,0.24,0.92,4.43,670.39
01/30/2014 06:00:00,13.00,6.72,130.00,14.80,,2.20,0.12,0.25,0.74,4.46,803.02
01/30/2014 08:00:00,13.20,6.74,131.00,21.30,,2.21,0.12,0.23,2.11,4.37,728.92
01/30/2014 10:00:00,14.60,6.79,131.00,11.80,,2.57,0.13,0.23,2.25,4.41,898.33
01/30/2014 12:00:00,17.80,6.84,133.00,13.40,,2.10,0.13,0.19,2.12,4.40,752.81
01/30/2014 14:00:00,19.10,6.74,132.00,17.50,,2.21,0.12,0.19,2.05,4.37,777.24
01/30/2014 16:00:00,18.10,6.67,132.00,16.10,,2.33,0.13,0.20,2.05,4.37,1338.63
01/30/2014 18:00:00,16.10,6.65,132.00,33.10,,2.02,0.13,0.20,0.03,4.36,740.19
01/30/2014 20:00:00,14.90,6.58,131.00,41.40,,2.41,0.13,0.22,0.03,4.30,602.46
01/30/2014 22:00:00,14.20,6.58,130.00,18.70,,2.00,0.13,0.23,2.15,4.40,609.98
01/31/2014 00:00:00,13.60,6.67,130.00,13.40,,1.62,0.13,0.22,2.07,4.30,475.47
01/31/2014 02:00:00,13.30,6.68,131.00,13.20,,2.03,0.13,0.23,2.15,4.32,572.13
01/31/2014 04:00:00,13.50,6.71,131.00,84.40,,1.61,0.13,0.25,0.03,4.36,986.66
01/31/2014 06:00:00,13.40,6.71,131.00,42.50,,1.97,0.12,,0.03,4.36,748.78
01/31/2014 08:00:00,13.60,6.73,130.00,15.40,,1.68,0.13,0.94,0.03,4.42,969.21
01/31/2014 10:00:00,15.30,6.80,130.00,14.40,,2.18,0.13,0.94,0.03,4.38,1062.64
01/31/2014 12:00:00,18.20,6.81,132.00,25.30,,1.75,0.14,0.91,2.10,4.38,799.80
01/31/2014 14:00:00,20.20,6.79,133.00,9.80,,2.04,0.13,0.90,2.09,4.41,584.21
01/31/2014 16:00:00,19.30,6.67,133.00,19.00,,1.88,0.13,0.83,0.03,4.42,692.67
01/31/2014 18:00:00,16.90,6.65,132.00,9.00,,1.80,0.13,0.86,0.03,4.44,825.84
01/31/2014 20:00:00,16.70,6.68,131.00,16.00,,1.94,0.12,0.84,0.03,4.62,939.14
01/31/2014 22:00:00,15.80,6.72,130.00,29.60,,2.35,0.13,0.84,0.03,4.42,990.68
02/01/2014 00:00:00,14.90,6.75,130.00,10.70,,2.17,0.13,0.03,2.12,4.37,632.00
02/01/2014 02:00:00,14.30,6.80,130.00,15.30,,2.14,0.12,0.12,2.01,4.55,1009.21
02/01/2014 04:00:00,13.90,6.82,130.00,14.10,,2.41,0.12,0.11,2.14,4.47,965.98
02/01/2014 06:00:00,13.80,6.82,130.00,24.10,,2.12,0.12,0.13,2.11,4.50,716.57
02/01/2014 08:00:00,14.30,6.81,130.00,9.90,,2.32,0.13,0.12,2.09,4.70,1171.91
02/01/2014 10:00:00,16.70,6.89,131.00,14.20,,2.10,0.13,0.09,0.40,4.66,920.61
02/01/2014 12:00:00,19.80,6.88,132.00,13.20,,2.22,0.13,0.10,0.24,4.71,798.18
02/01/2014 14:00:00,20.80,6.82,132.00,13.80,,2.36,0.13,0.10,0.24,4.63,1087.87
02/01/2014 16:00:00,19.80,6.82,131.00,44.60,,2.17,0.13,0.08,0.10,4.67,984.78
02/01/2014 18:00:00,17.10,6.85,131.00,31.30,,2.39,0.13,0.03,2.11,5.08,1373.00
02/01/2014 20:00:00,15.90,6.92,130.00,171.90,,3.15,0.13,0.03,2.11,4.67,1222.92
02/01/2014 22:00:00,15.00,6.87,131.00,17.80,,1.13,0.12,0.03,0.14,4.80,885.98
02/02/2014 00:00:00,14.60,6.90,130.00,6.00,,1.93,0.12,0.03,0.14,4.62,848.66
02/02/2014 02:00:00,14.30,6.89,130.00,30.70,,2.26,0.13,0.03,0.31,4.80,1313.13
02/02/2014 04:00:00,13.70,6.85,131.00,18.70,,1.84,0.13,0.12,2.07,4.54,1535.43
02/02/2014 06:00:00,14.10,6.83,131.00,8.40,,1.91,0.13,0.14,2.13,4.60,814.03
02/02/2014 08:00:00,14.10,6.81,131.00,14.50,,2.23,0.14,0.14,2.10,4.70,861.28
02/02/2014 10:00:00,16.30,6.91,130.00,34.70,,2.31,0.13,0.10,0.24,4.60,1311.78
02/02/2014 12:00:00,19.70,6.91,133.00,15.70,,1.70,0.13,0.10,2.18,4.55,1433.40
02/02/2014 14:00:00,20.90,6.74,134.00,14.90,,1.64,0.13,0.12,2.18,4.71,1249.23
02/02/2014 16:00:00,20.00,6.69,133.00,46.40,,2.00,0.14,0.12,1.98,4.56,1050.82
02/02/2014 18:00:00,17.70,6.66,133.00,114.80,,2.41,0.14,0.11,2.10,4.47,1135.39
02/03/2014 06:00:00,14.70,6.77,131.00,11.50,,,0.00,0.07,1.85,4.58,1127.61
02/03/2014 08:00:00,14.90,6.79,131.00,27.50,,,,0.09,8.00,4.80,787.18
02/03/2014 10:00:00,16.60,6.90,129.00,8.80,,,0.00,0.07,8.00,5.15,1254.33
02/03/2014 14:00:00,21.10,7.03,133.00,198.90,,,0.12,0.14,0.09,1.08,1451.93
02/03/2014 16:00:00,19.90,6.91,133.00,125.10,,,0.11,0.11,1.79,4.94,1805.51
02/03/2014 18:00:00,17.80,6.80,132.00,177.90,,,0.11,0.14,1.71,4.85,1921.23
02/03/2014 20:00:00,16.50,6.68,131.00,62.50,,5.35,0.11,0.11,1.71,4.66,1091.90
02/03/2014 22:00:00,16.80,6.70,130.00,130.50,,,0.11,0.09,1.71,4.89,1900.56
02/04/2014 00:00:00,15.60,6.65,131.00,139.80,,,0.11,0.15,1.71,5.27,1301.31
02/04/2014 02:00:00,15.20,6.71,130.00,58.70,,,0.11,0.17,1.71,4.55,1661.34
02/04/2014 04:00:00,15.00,6.71,131.00,215.40,,,0.11,0.14,1.71,4.72,2149.43
02/04/2014 06:00:00,14.80,6.72,131.00,46.10,,,0.11,0.16,1.71,4.67,1683.09
02/04/2014 08:00:00,14.80,6.73,130.00,55.20,,,0.11,0.16,1.71,4.76,1357.69
02/04/2014 10:00:00,14.70,6.77,131.00,7.10,,,0.11,0.18,1.71,4.90,1794.51
02/04/2014 12:00:00,14.50,6.81,132.00,39.30,,,0.11,0.28,1.71,4.83,1694.10
02/04/2014 14:00:00,14.40,6.80,130.00,5.60,,,0.11,0.25,1.71,4.68,1197.95
02/04/2014 16:00:00,14.20,6.80,131.00,42.90,,,0.11,0.19,1.71,5.03,1183.99
02/04/2014 18:00:00,13.80,6.78,130.00,22.00,,1.64,0.11,0.15,1.71,4.84,1351.52
02/04/2014 20:00:00,13.60,6.75,131.00,18.90,,1.61,0.11,0.16,1.71,4.69,1505.36
02/04/2014 22:00:00,13.60,6.75,131.00,46.50,,4.82,0.11,0.27,1.71,4.65,1208.96
02/05/2014 00:00:00,13.30,6.74,130.00,30.00,,,0.11,0.30,1.71,4.95,1914.79
02/05/2014 02:00:00,13.00,6.73,130.00,27.40,,,0.11,0.26,1.71,4.63,933.77
02/05/2014 04:00:00,13.00,6.72,131.00,136.00,,,0.11,0.16,1.71,4.74,1334.07
02/05/2014 06:00:00,12.70,6.72,130.00,10.10,,,0.11,0.29,1.71,4.66,1310.98
02/05/2014 08:00:00,13.10,6.73,131.00,12.40,,,0.11,0.29,1.71,4.74,1932.24
02/05/2014 10:00:00,13.50,6.77,131.00,23.00,,,0.11,0.28,1.71,5.20,1643.08
02/05/2014 12:00:00,13.90,6.81,131.00,17.00,,,0.11,0.17,1.71,4.87,1261.58
02/05/2014 14:00:00,13.90,6.85,131.00,53.10,,,0.11,0.17,1.71,4.89,1725.78
02/05/2014 16:00:00,13.70,6.82,131.00,3.90,,,0.11,0.26,1.71,4.85,1388.57
02/05/2014 18:00:00,13.60,6.80,130.00,15.20,,,0.11,0.17,1.71,4.95,1704.83
02/05/2014 20:00:00,13.50,6.76,131.00,3.60,,,0.11,0.18,1.71,5.14,2228.10
02/05/2014 22:00:00,13.60,6.75,130.00,35.50,,6.10,0.11,0.18,1.71,4.88,1676.38
02/06/2014 00:00:00,13.60,6.75,130.00,9.40,,,0.11,0.23,1.71,5.00,1353.13
02/06/2014 02:00:00,13.60,6.73,130.00,35.20,,,0.11,0.20,1.71,4.96,1344.00
02/06/2014 04:00:00,13.60,6.74,130.00,38.50,,,0.11,0.18,1.71,5.04,1584.82
02/06/2014 06:00:00,13.60,6.73,130.00,8.20,,,0.11,0.18,1.71,4.71,1883.37
02/06/2014 08:00:00,13.80,6.72,130.00,6.80,,,0.11,0.18,1.71,4.67,1087.87
02/06/2014 10:00:00,16.00,6.84,131.00,67.20,,,0.11,0.21,1.71,1.27,1666.17
02/06/2014 12:00:00,18.20,6.86,132.00,54.40,,,0.12,0.19,1.95,1.21,1620.27
02/06/2014 14:00:00,18.90,6.81,132.00,100.30,,,0.11,0.18,1.79,5.01,1387.76
02/06/2014 16:00:00,18.30,6.74,132.00,34.00,,,0.13,0.16,1.72,5.02,1384.54
02/06/2014 18:00:00,16.60,6.66,131.00,22.90,,2.70,0.12,0.15,1.84,4.77,910.68
02/06/2014 20:00:00,16.20,6.66,131.00,36.30,,0.25,0.11,0.15,1.78,4.71,1232.05
02/06/2014 22:00:00,16.50,6.62,130.00,40.30,,,0.12,0.15,1.75,4.54,897.52
02/07/2014 00:00:00,16.10,6.66,130.00,11.70,,,0.12,0.15,1.83,4.78,1431.79
02/07/2014 02:00:00,15.80,6.61,129.00,29.40,,,0.11,0.15,1.83,4.44,910.68
02/07/2014 04:00:00,15.60,6.58,129.00,22.30,,,0.12,0.15,1.83,4.57,1060.22
02/07/2014 06:00:00,15.80,6.61,129.00,10.00,,,0.12,0.15,0.03,4.41,1020.75
02/07/2014 08:00:00,16.40,6.69,129.00,53.70,,,0.14,0.15,1.81,5.07,1079.28
02/07/2014 10:00:00,17.30,6.78,130.00,34.80,,,0.13,0.15,0.03,4.76,964.10
02/07/2014 14:00:00,19.10,6.85,131.00,101.40,,1.38,0.06,0.06,0.70,4.76,1223.45
02/07/2014 16:00:00,17.90,6.93,130.00,14.20,,1.86,0.08,0.07,1.02,5.20,1168.68
02/07/2014 18:00:00,15.70,6.76,129.00,15.70,,1.92,0.11,0.09,1.06,4.81,1235.00
02/07/2014 20:00:00,14.70,6.75,129.00,10.60,,1.82,0.10,0.09,0.99,4.74,1645.50
02/07/2014 22:00:00,14.00,6.76,128.00,9.00,,1.38,0.06,0.06,0.71,4.63,1284.13
02/08/2014 00:00:00,13.90,6.76,129.00,11.90,,1.94,0.12,0.10,1.07,4.71,1247.08
02/08/2014 02:00:00,13.20,6.74,127.00,20.00,,1.43,0.06,0.06,0.74,4.58,503.13
02/08/2014 04:00:00,13.10,6.77,127.00,9.10,,1.69,0.09,0.08,0.91,4.31,684.89
02/08/2014 06:00:00,13.00,6.74,126.00,12.40,,1.36,0.06,0.06,0.69,4.36,645.42
02/08/2014 08:00:00,13.10,6.75,126.00,13.20,,1.96,0.12,0.10,1.09,4.39,798.45
02/08/2014 10:00:00,13.50,6.76,126.00,12.10,,1.94,0.12,0.10,1.07,4.34,713.88
02/08/2014 12:00:00,14.00,6.79,125.00,14.00,,1.77,0.10,0.08,0.96,4.30,786.37
02/08/2014 14:00:00,14.10,6.79,126.00,10.60,,1.85,0.11,0.09,1.01,4.32,862.35
02/08/2014 16:00:00,14.20,6.80,125.00,10.00,,1.39,0.06,0.06,0.71,4.29,843.83
02/08/2014 18:00:00,13.80,6.78,124.00,12.70,,1.87,0.11,0.09,1.02,4.36,745.56
02/08/2014 20:00:00,13.10,6.75,125.00,9.20,,1.83,0.10,0.09,1.00,4.29,680.59
02/08/2014 22:00:00,12.70,6.75,124.00,10.60,,1.72,0.12,0.08,0.93,4.25,1001.69
02/09/2014 00:00:00,12.40,6.74,124.00,8.80,,1.77,0.10,0.08,0.96,4.22,830.13
02/09/2014 02:00:00,12.20,6.76,124.00,11.20,,1.61,0.08,0.07,0.86,4.28,1092.97
02/09/2014 04:00:00,12.10,6.76,124.00,9.30,,1.61,0.08,0.07,0.86,4.27,813.22
02/09/2014 06:00:00,11.90,6.76,124.00,23.50,,1.48,0.07,0.06,0.77,4.20,752.28
02/09/2014 08:00:00,11.90,6.78,123.00,11.20,,1.97,0.12,0.10,1.10,4.27,806.78
02/09/2014 12:00:00,11.90,6.79,123.00,9.70,,,0.12,0.15,1.70,4.23,739.66
02/09/2014 14:00:00,12.40,6.81,124.00,10.60,,,0.11,0.15,1.73,4.20,777.24
02/09/2014 16:00:00,12.60,6.80,123.00,9.20,,,0.12,0.15,1.77,4.18,715.76
02/09/2014 18:00:00,12.60,6.80,123.00,9.50,,,0.11,0.15,1.54,4.17,990.68
02/09/2014 20:00:00,11.80,6.78,123.00,12.10,,,0.12,0.15,1.73,4.14,599.78
02/09/2014 22:00:00,11.70,6.81,122.00,6.80,,,0.11,0.15,1.65,4.17,598.71
02/10/2014 00:00:00,11.10,6.80,122.00,13.10,,,0.12,0.15,1.85,4.18,708.78
02/10/2014 02:00:00,11.20,6.81,122.00,11.80,,,0.12,0.15,0.03,4.16,604.61
02/10/2014 06:00:00,10.80,6.83,121.00,23.70,,,0.12,0.15,0.03,4.17,876.31
02/10/2014 08:00:00,10.90,6.83,121.00,9.80,,,0.11,0.15,1.70,4.19,768.92
02/10/2014 10:00:00,11.20,6.86,121.00,16.20,,,0.10,0.15,1.82,4.24,905.04
